"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD030883","BiologicalAgent","species","species","Homo sapiens","True"
"PXD030883","BiologicalAgent","tissue","organ","blood","True"
"PXD030883","BiologicalAgent","cell_type","cell_type","exosomes","True"
"PXD030883","BiologicalAgent","disease_state","disease","TB lymphadenitis, pulmonary TB","True"
"PXD030883","BiologicalAgent","sample_source","material_type","biofluid","True"
"PXD030883","BiologicalAgent","age","age","","False"
"PXD030883","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD030883","BiologicalAgent","BMI","BMI","","False"
"PXD030883","BiologicalAgent","cell_line","cell_line","","False"
"PXD030883","BiologicalAgent","sex","sex","","False"
"PXD030883","BiologicalAgent","strain","strain","ATCC 25618 / H37Rv","True"
"PXD030883","BiologicalAgent","material_type","material_type","biofluid","True"
"PXD030883","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD030883","TechnicalAgent","acquisition_method","acquisition_method","data-dependent mode","True"
"PXD030883","TechnicalAgent","alkylation_reagent","alkylation_reagent","iodoacetamide (IAA)","True"
"PXD030883","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD030883","TechnicalAgent","cleavage_agent","cleavage_agent","Trypsin/Lys-C protease mix","True"
"PXD030883","TechnicalAgent","collision_energy","collision_energy","normalized collision energy: 34","True"
"PXD030883","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD030883","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD030883","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD030883","TechnicalAgent","instrument","instrument","Q Exactive HF","True"
"PXD030883","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD030883","TechnicalAgent","labeling","label","10-plex tandem mass tag kit (TMT, Thermo Fisher Scientific)","True"
"PXD030883","TechnicalAgent","reduction_reagent","reduction_reagent","tris (2-carboxyethyl)phosphine (TCEP)","True"
"PXD030883","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD030883","ExperimentalDesignAgent","biological_replicate","replicates","18","True"
"PXD030883","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD030883","ExperimentalDesignAgent","experimental_design","experimental_design","healthy controls vs pulmonary TB (PTB) vs TB lymphadenitis (TBL) vs treated PTB (Rx)","True"
"PXD030883","ExperimentalDesignAgent","factor_value","factor_value","disease/treatment state (HC, PTB, TBL, Rx)","True"
"PXD030883","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD030883","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD030883","ExperimentalDesignAgent","number_of_biological_replicates","replicates","18","True"
"PXD030883","ExperimentalDesignAgent","number_of_samples","number_of_samples","18","True"
