"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD019113","","strict","Biological","cell_line","cell_line","Vero E6, A549-ACE2, Caco-2, HEK293T","True"
"PXD019113","","strict","Biological","cell_type","cell_type","epithelial","True"
"PXD019113","","strict","Biological","disease","disease","sars-cov-2 infection","True"
"PXD019113","","strict","Biological","organ","organ","kidney","True"
"PXD019113","","strict","Biological","sex","sex","female","True"
"PXD019113","","strict","Biological","species","species","Chlorocebus sabaeus","True"
"PXD019113","","strict","ExperimentalDesign","factor_value","factor_value","condition (mock infection, SARS-CoV-2 infection), time (0, 2, 4, 8, 12, 24 h) | sars-cov-2 infection","True"
"PXD019113","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD019113","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD019113","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD019113","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD019113","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD019113","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD019113","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","15 ppm","True"
"PXD019113","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD019113","","strict","Technical","instrument","instrument","Orbitrap Exploris 480","True"
"PXD019113","","strict","Technical","label","label","label free","True"
"PXD019113","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD019113","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Phospho (STY)","True"
"PXD019113","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","8.1 ppm","True"
"PXD019113","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
