source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD001061-Sample-1	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR1_TR1.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-2	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR2_TR1.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-3	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR2_TR2.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-4	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR3_TR1.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-5	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR3_TR2.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-6	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR4_TR1.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-7	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR4_TR2.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-8	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR5_TR1.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-9	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR5_TR2.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
PXD001061-Sample-10	Homo sapiens	cervix	cervical adenocarcinoma	epithelial cell	HeLa, U2-OS	not available	17	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=Q Exactive;AC=MS:1001911	NT=Lys-C;AC=MS:1001309	1	32	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (control, heat shock, MG-132, PR-619)	not available	6 ppm	20 ppm	orbitrap	QE_IA_QQTGG_Control_BR6_TR1.raw	v1.1.0	HAMLET-agentic v0.1.0	cervical adenocarcinoma
