"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD025757","","strict","Biological","cell_line","cell_line","HEK293T","True"
"PXD025757","","strict","Biological","disease","disease","normal","True"
"PXD025757","","strict","Biological","organ","organ","kidney","True"
"PXD025757","","strict","Biological","species","species","Homo sapiens","True"
"PXD025757","","strict","ExperimentalDesign","factor_value","factor_value","probe concentration (10 μM, 100 μM) | normal","True"
"PXD025757","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD025757","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD025757","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD025757","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD025757","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD025757","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD025757","","strict","Technical","modification","modification","Iodoacetamide derivative (CDEHKMSTUY,N-term) | 2-amino-3-oxo-butanoic_acid (STY,C-term) | Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term) | Iodoacetamide derivative | 2-amino-3-oxo-butanoic_acid | Oxidation or Hydroxylation","True"
"PXD025757","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
