"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD036847","Biological","age","age","Nine-week-old","True"
"PXD036847","Biological","cell_type","cell_type","leukocytes","True"
"PXD036847","Biological","disease","disease","sepsis","True"
"PXD036847","Biological","organ","organ","heart, kidney, liver, lung, spleen, leukocytes, plasma","True"
"PXD036847","Biological","species","species","mus musculus","True"
"PXD036847","ExperimentalDesign","factor_value","factor_value","time (0, 6, 12, 18 h.p.i.), treatment (meropenem, methylprednisolone, combination), intervention timing (2h, 8h) | sepsis","True"
"PXD036847","ExperimentalDesign","fractions","fractions","1","True"
"PXD036847","ExperimentalDesign","replicates","replicates","97","True"
"PXD036847","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD036847","Technical","acquisition_method","acquisition_method","data-independent acquisition","True"
"PXD036847","Technical","fragment_mass_tolerance","fragment_mass_tolerance","7 ppm","True"
"PXD036847","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD036847","Technical","instrument","instrument","Q Exactive HF-X","True"
"PXD036847","Technical","label","label","label free","True"
"PXD036847","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD036847","Technical","precursor_mass_tolerance","precursor_mass_tolerance","5 ppm","True"
