source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD011967-Sample-1	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet10BRPhsFr18.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-2	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet11BRPhsFr22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-3	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet11BRPhsFr25.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-4	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet11BRPhsFr30.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-5	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet12BRPhsFr12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-6	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet12BRPhsFr19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-7	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet12BRPhsFr22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-8	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet1BRPhsFr1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-9	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet1BRPhsFr12.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-10	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet2BRPhsFr16.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-11	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet4BRPhsFr17.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-12	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet4BRPhsFr9.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-13	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 13	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet5BRPhsFr14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-14	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 14	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet5BRPhsFr31.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-15	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 15	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet6BRPhsFr1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-16	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 16	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet6BRPhsFr2.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-17	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 17	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet6BRPhsFr33.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-18	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 18	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet6BRPhsFr8.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-19	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 19	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet7rernBRPhsFr22.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-20	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 20	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet7rernBRPhsFr24.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-21	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 21	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet7rernBRPhsFr31.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-22	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 22	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet8BRPhsFr14.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-23	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 23	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet8BRPhsFr15.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-24	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 24	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet8BRPhsFr19.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-25	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 25	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet8BRPhsFr3.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-26	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 26	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet8BRPhsFr6.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-27	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 27	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet9BRPhsFr1.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
PXD011967-Sample-28	homo sapiens	skeletal muscle	normal	58	not available	20–87 years	run 28	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive HF	not available	33	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	physical activity (not active, active, moderately active, highly active)	6 ppm	11 ppm	orbitrap	ScltlMsclSet9BRPhsFr13.raw	v1.1.0	HAMLET-agentic v0.1.0	normal
