"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD023032","","strict","Biological","cell_type","cell_type","peripheral blood mononuclear cells","True"
"PXD023032","","strict","Biological","disease","disease","disease free","True"
"PXD023032","","strict","Biological","organ","organ","blood","True"
"PXD023032","","strict","Biological","species","species","Homo sapiens","True"
"PXD023032","","strict","ExperimentalDesign","factor_value","factor_value","initial cell count (5 × 107, 1 × 108 cells) | disease free","True"
"PXD023032","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD023032","","strict","ExperimentalDesign","replicates","replicates","4","True"
"PXD023032","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD023032","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD023032","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD023032","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD023032","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD023032","","strict","Technical","label","label","label free","True"
"PXD023032","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD023032","","strict","Technical","modification","modification","Oxidation (M)","True"
"PXD023032","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
