sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD036200-Sample-1	source_name	source name	PXD036200-Sample-1	derived								legacy_derivation	derived
1	PXD036200-Sample-1	organism	characteristics[organism]	Homo sapiens, Mus musculus	biological_agent	The acquired MS/MS data were analyzed against a UniProtKB human or E. coli containing target proteins	DISAGREE_TOOL_OUTVOTED	0.85	medium	False	False	Homo sapiens, Mus musculus	source_precedence:biological_agent	derived
1	PXD036200-Sample-1	organism_part	characteristics[organism part]	lipid droplets	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD036200-Sample-1	disease	characteristics[disease]	cervical adenocarcinoma	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD036200-Sample-1	cell_type	characteristics[cell type]	epithelial cell	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5					source_precedence:biological_agent	derived
1	PXD036200-Sample-1	cell_line	characteristics[cell line]	HeLa, HEK293, HEK293T, Huh7, MEF	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5	medium	False	False	HeLa, HEK293, HEK293T, Huh7, MEF	source_precedence:biological_agent	derived
1	PXD036200-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD036200-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD036200-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD036200-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD036200-Sample-1	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	runassessor				high	False	False		source_precedence:runassessor	derived
1	PXD036200-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD036200-Sample-1	factor_value	factor value[experimental design]	treatment (OA+CQ, serum starvation, AICAR)	experimental_design_agent	HeLa cells treated with oleic acid (OA)... together with chloroquine (CQ)... serum-starved cells and cells treated with AMPK activator AICAR	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
1	PXD036200-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
1	PXD036200-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD036200-Sample-1	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
1	PXD036200-Sample-1	modification	comment[modification parameters]	NT=Carbamyl;AC=UNIMOD:5;MT=Variable;TA=K	derived								legacy_derivation	derived
1	PXD036200-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	20 ppm	derived								legacy_derivation	derived
1	PXD036200-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	0.2 Da	derived								legacy_derivation	derived
1	PXD036200-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD036200-Sample-1	data_file	comment[data file]	liuwei94.raw	derived								legacy_derivation	derived
1	PXD036200-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD036200-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
1	PXD036200-Sample-1	factor_disease	factor value[disease]	cervical adenocarcinoma	derived								legacy_derivation	derived
2	PXD036200-Sample-2	source_name	source name	PXD036200-Sample-2	derived								legacy_derivation	derived
2	PXD036200-Sample-2	organism	characteristics[organism]	Homo sapiens, Mus musculus	biological_agent	The acquired MS/MS data were analyzed against a UniProtKB human or E. coli containing target proteins	DISAGREE_TOOL_OUTVOTED	0.85	medium	False	False	Homo sapiens, Mus musculus	source_precedence:biological_agent	derived
2	PXD036200-Sample-2	organism_part	characteristics[organism part]	lipid droplets	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5					source_precedence:biological_agent	derived
2	PXD036200-Sample-2	disease	characteristics[disease]	cervical adenocarcinoma	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5					source_precedence:biological_agent	derived
2	PXD036200-Sample-2	cell_type	characteristics[cell type]	epithelial cell	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5					source_precedence:biological_agent	derived
2	PXD036200-Sample-2	cell_line	characteristics[cell line]	HeLa, HEK293, HEK293T, Huh7, MEF	biological_agent	we purified LDs from HeLa cells treated with oleic acid (OA), which stimulates LD biogenesis and lipophagy, together with chloroquine (CQ), which inhibits lysosomal degradation. We incubated the LD lysates with purified GST-LC3B, and then pulled down GST-LC3B for mass spectrometry analysis	LLM_ONLY	0.5	medium	False	False	HeLa, HEK293, HEK293T, Huh7, MEF	source_precedence:biological_agent	derived
2	PXD036200-Sample-2	assay_name	assay name	run 2	derived								legacy_derivation	derived
2	PXD036200-Sample-2	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
2	PXD036200-Sample-2	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	aggregate								source_precedence:aggregate	derived
2	PXD036200-Sample-2	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
2	PXD036200-Sample-2	instrument	comment[instrument]	NT=Q Exactive;AC=MS:1001911	technical_agent				high	False	False		source_precedence:technical_agent	derived
2	PXD036200-Sample-2	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	aggregate								source_precedence:aggregate	derived
2	PXD036200-Sample-2	factor_value	factor value[experimental design]	treatment (OA+CQ, serum starvation, AICAR)	experimental_design_agent	HeLa cells treated with oleic acid (OA)... together with chloroquine (CQ)... serum-starved cells and cells treated with AMPK activator AICAR	LLM_ONLY	0.5					source_precedence:experimental_design_agent	derived
2	PXD036200-Sample-2	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
2	PXD036200-Sample-2	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
2	PXD036200-Sample-2	modification	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	derived								legacy_derivation	derived
2	PXD036200-Sample-2	precursor_tolerance	comment[precursor mass tolerance]	20 ppm	derived								legacy_derivation	derived
2	PXD036200-Sample-2	fragment_tolerance	comment[fragment mass tolerance]	0.2 Da	derived								legacy_derivation	derived
2	PXD036200-Sample-2	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
2	PXD036200-Sample-2	data_file	comment[data file]	liuwei93.raw	derived								legacy_derivation	derived
2	PXD036200-Sample-2	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
2	PXD036200-Sample-2	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v2.1.0	derived								legacy_derivation	derived
2	PXD036200-Sample-2	factor_disease	factor value[disease]	cervical adenocarcinoma	derived								legacy_derivation	derived
