source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD004684-Sample-1	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 1	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N294-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-2	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 2	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N294-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-3	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 3	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N295-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-4	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 4	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N295-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-5	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 5	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N296-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-6	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 6	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N296-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-7	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 7	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N299-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-8	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 8	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	N299-2.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-9	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 9	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	T298-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
PXD004684-Sample-10	homo sapiens	lung	lung squamous cell carcinoma	8	not available	not available	run 10	proteomic profiling by mass spectrometry	not available	label free sample	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue type (lung squamous cell carcinoma, adjacent tissue); analysis method (DDA, DIA, LF, TMT 6-plex)	5 ppm	12 ppm	orbitrap	T300-1.raw	v1.1.0	HAMLET-agentic v0.1.0	lung squamous cell carcinoma
