"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD018117","Biological","cell_line","cell_line","HEK-293T","True"
"PXD018117","Biological","cell_type","cell_type","kidney cells","True"
"PXD018117","Biological","organ","organ","kidney","True"
"PXD018117","Biological","species","species","homo sapiens","True"
"PXD018117","ExperimentalDesign","factor_value","factor_value","viral protein bait (26 different SARS-CoV-2 proteins)","True"
"PXD018117","ExperimentalDesign","fractions","fractions","1","True"
"PXD018117","ExperimentalDesign","replicates","replicates","3","True"
"PXD018117","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD018117","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD018117","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD018117","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD018117","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD018117","Technical","label","label","label free","True"
"PXD018117","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD018117","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
