"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD029574","","strict","Biological","cell_line","cell_line","HeLa","True"
"PXD029574","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD029574","","strict","Biological","disease","disease","cervical adenocarcinoma","True"
"PXD029574","","strict","Biological","organ","organ","cervix","True"
"PXD029574","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD029574","","strict","ExperimentalDesign","factor_value","factor_value","fraction number (1-11), genotype, species | cervical adenocarcinoma","True"
"PXD029574","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD029574","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD029574","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD029574","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD029574","","strict","Technical","instrument","instrument","Thermo Fisher Q Exactive, Thermo Scientific Q-Exactive HF","True"
"PXD029574","","strict","Technical","label","label","TMT126 | TMT127 | TMT128 | TMT129 | TMT130 | TMT131","True"
"PXD029574","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD029574","","strict","Technical","modification","modification","monohydroxylated residue | acetylated residue | (R)-5-oxo-1 | deamidated residue | iodoacetamide derivatized residue | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Phosphorylation (CDEHKRSTY) | Iodoacetamide derivative | Phosphorylation","True"
"PXD029574","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
