pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	characteristics[cell type]	B cells		b cells		assessed_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	characteristics[disease]	metastatic melanoma		metastatic melanoma		assessed_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	characteristics[disease]		melanoma		melanoma	gold_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	characteristics[organism part]	blood, melanoma		blood melanoma		assessed_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	characteristics[organism part]		B cells		b cells	gold_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	characteristics[organism]	Homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[alkylation reagent]	iodoacetamide		iodoacetamide		assessed_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	NT=Trypsin;AC=MS:1001251	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422		cv:ms:1000422		assessed_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[fragment mass tolerance]	0.01 Da		0.01 da		assessed_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[fragment mass tolerance]		10 ppm		10 ppm	gold_only	unmatched	0.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[instrument]	NT=Orbitrap Fusion Lumos;AC=MS:1002732	NT=Orbitrap Fusion Lumos	cv:ms:1002732	nt orbitrap fusion lumos	matched	fuzzy	0.933333
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT131	TMT131	tmt131	tmt131	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT130C	TMT130C	tmt130c	tmt130c	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT130N	TMT130N	tmt130n	tmt130n	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT129C	TMT129C	tmt129c	tmt129c	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT129N	TMT129N	tmt129n	tmt129n	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT128C	TMT128C	tmt128c	tmt128c	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT128N	TMT128N	tmt128n	tmt128n	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT127C	TMT127C	tmt127c	tmt127c	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT127N	TMT127N	tmt127n	tmt127n	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[label]	TMT126	TMT126	tmt126	tmt126	matched	exact_normalized	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	NT=Deamidation;TA=N,Q;AC=UNIMOD:7;MT=variable	cv:unimod:7	cv:unimod:7	matched	cv_accession	1.000000
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	comment[modification parameters]	NT=Phospho;AC=UNIMOD:21;MT=Variable;TA=STY	NT=Phosphorylation;TA=S,T,Y;AC=UNIMOD:21;MT=variable	cv:unimod:21	cv:unimod:21	matched	cv_accession	1.000000
