pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	Technical	25	19	17	8	2	0.680000	0.894737	0.772727
PXD011799	20170126_Lumos_RSLC2_Maurer_Hartl_UW_MFPL_shotgun_MMa_TMT2_TiO2_Fr3_MS2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	Technical	25	18	16	9	2	0.640000	0.888889	0.744186
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr10_MS2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	Technical	25	18	16	9	2	0.640000	0.888889	0.744186
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr11_MS2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	Technical	25	18	16	9	2	0.640000	0.888889	0.744186
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr12_MS2.raw	ExperimentalDesign	5	2	2	3	0	0.400000	1.000000	0.571429
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	Technical	25	18	16	9	2	0.640000	0.888889	0.744186
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr1_MS2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	Technical	25	18	16	9	2	0.640000	0.888889	0.744186
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr2_MS2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	Technical	25	18	16	9	2	0.640000	0.888889	0.744186
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr3_MS2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011799	20170131_Lumos_RSLC4_Maurer_Hartl_UW_MFPL_Global_TMT_fr4_Ms2.raw	Biological	4	3	1	3	2	0.250000	0.333333	0.285714
