"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD011542","","strict","Biological","organ","organ","pistils, inflorescence","True"
"PXD011542","","strict","Biological","species","species","Arabidopsis thaliana","True"
"PXD011542","","strict","ExperimentalDesign","factor_value","factor_value","bait protein (ILP1-GFP, GFP control)","True"
"PXD011542","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD011542","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD011542","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD011542","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD011542","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD011542","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD011542","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","9 ppm","True"
"PXD011542","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD011542","","strict","Technical","instrument","instrument","Orbitrap Elite","True"
"PXD011542","","strict","Technical","label","label","label free","True"
"PXD011542","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD011542","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M)","True"
"PXD011542","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6.9 ppm","True"
"PXD011542","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
