"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD053353","","strict","Biological","cell_line","HEK293T, Hela, 3D4/21, PK-15, BHK-21","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value is a list of cell lines, which matches the category for the `cell_line` field.
SOURCE CHECK: While all these cell lines are mentioned in the paper, only HEK293T was used for the LC-MS/MS experiment; the others (Hela, 3D4/21, PK-15, BHK-21) were used for luciferase assays, qPCR, immunofluorescence, or virus replication.
TRUTH CHECK: The value is factually incorrect because it includes multiple cell lines that were not analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set is incorrect as it conflates all cell lines used in the study with the specific cell line used for the MS sample.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: HEK293T","HEK293T"
"PXD053353","","strict","Biological","cell_type","epithelial cell","epithelial cell","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""epithelial cell"" is a cell type/lineage, which matches the field definition.
SOURCE CHECK: The MS experiment (LC-MS/MS) was performed on lysates from HEK293T cells (co-transfected with Flag-STING and Myc-US2), as stated in the ""LC-MS/MS"" section of the methods.
TRUTH CHECK: HEK293T cells are derived from human embryonic kidney cells; while they are often described as ""epithelial-like,"" their primary lineage is renal/kidney epithelial. However, the candidate value ""epithelial cell"" is a correct general lineage for this cell line.
COMPLETENESS CHECK: The full set contains only ""epithelial cell,"" which covers the lineage of the only cell line used for the MS analysis.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The MS experiment used HEK293T cells (co-transfected with Flag-STING and Myc-US2), which are not derived from a specific disease state in this context.
TRUTH CHECK: Since the study is investigating a viral protein's mechanism in a cell line model rather than a disease-specific patient cohort, the safe default ""normal"" is applicable.
COMPLETENESS CHECK: The full set contains only ""normal"", which is sufficient for this experimental context.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Biological","organ","kidney","kidney","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: Yes, ""kidney"" is a valid organ/tissue type.
SOURCE CHECK: The value is not present in the text; the MS experiment used HEK293T cells.
TRUTH CHECK: HEK293T cells are derived from human embryonic kidney cells, making ""kidney"" a correct inference for the organ of origin.
COMPLETENESS CHECK: The full set contains only this value, which correctly describes the origin of the MS sample.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Biological","species","Homo sapiens, Mus musculus, Sus scrofa","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: The candidate value is a list of species names, which matches the required category for this field.
SOURCE CHECK: The paper describes experiments using HEK293T (human), C57BL/6 mice (mouse), and PK-15/3D4/21 cells (pig/Sus scrofa). However, the LC-MS/MS experiment specifically used HEK293T cells (human).
TRUTH CHECK: While multiple species are used in the overall study, the metadata for the proteomics experiment must refer to the biological material actually analysed by mass spectrometry. The ""LC-MS/MS"" section explicitly states that HEK293T cells were used.
COMPLETENESS CHECK: The full set includes species that were not part of the MS analysis.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: Homo sapiens","Homo sapiens"
"PXD053353","","strict","ExperimentalDesign","factor_value","treatment (Myc-US2, control)","treatment (Myc-US2, control) | normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental groups/conditions (treatment) being compared, which is a correct category for factor_value.
SOURCE CHECK: The value comes from the MS experiment context; the ""LC-MS/MS"" section explicitly states that HEK293T cells were co-transfected with ""expression plasmids for Flag-STING and Myc-US2 or control"" before immunoprecipitation and MS analysis.
TRUTH CHECK: The value is factually correct as the study compares the effect of Myc-US2 expression against a control in the MS experiment.
COMPLETENESS CHECK: The full set of extracted values includes the specific treatment groups for the MS experiment and a ""normal"" default; together they cover the experimental design described for the proteomics analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","ExperimentalDesign","factor_value","normal","treatment (Myc-US2, control) | normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for a factor value, specifically as a safe default for disease or health status.
SOURCE CHECK: The value is not explicitly mentioned, but ""normal"" is a safe default for healthy/control subjects in a study where no disease state is specified for the baseline.
TRUTH CHECK: In the context of the MS experiment (HEK293T cells co-transfected with Myc-US2 or control), the ""control"" group represents the baseline/normal state.
COMPLETENESS CHECK: The full set of extracted values includes both the specific treatment contrast and the baseline state, covering the experimental design.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","acquisition_method","data-dependent acquisition","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid acquisition scheme name.
SOURCE CHECK: The paper mentions that an ""LC-MS/MS study"" was conducted by ""The Jingjie PTM BioLab (Hangzhou) Co. Inc."", but it does not explicitly state the acquisition method (e.g., DDA or DIA) used.
TRUTH CHECK: There is no mention of ""data-dependent acquisition"" or any other specific acquisition scheme in the provided text.
COMPLETENESS CHECK: The value is not present in the text, so the set is not based on the source.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","fragmentation","beam-type collision-induced dissociation","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The value is not present in the provided paper text; the LC-MS/MS section only states that the study was conducted by ""The Jingjie PTM BioLab (Hangzhou) Co. Inc."" without specifying the fragmentation method.
TRUTH CHECK: The value cannot be verified as correct because it is absent from the text.
COMPLETENESS CHECK: The full set is insufficient as the value is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","instrument","Q Exactive Plus","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the field definition.
SOURCE CHECK: The paper mentions that an LC-MS/MS study was conducted by ""The Jingjie PTM BioLab (Hangzhou) Co. Inc."", but the text does not specify the instrument model used.
TRUTH CHECK: The value ""Q Exactive Plus"" is not mentioned anywhere in the provided paper text.
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","label","label free","label free","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""label free"" belongs to the correct category for the label field.
SOURCE CHECK: The paper describes an LC-MS/MS experiment conducted by a core facility (Jingjie PTM BioLab) but does not mention any isobaric, metabolic, or chemical labeling reagents.
TRUTH CHECK: Since no labeling methods (TMT, SILAC, iTRAQ, etc.) are mentioned in the text, ""label-free"" is the correct safe default.
COMPLETENESS CHECK: The full set of extracted values is exhaustive as no other labeling methods are described.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","mass_analyzer","Orbitrap","","low","False","","False","False","True","False","","","hallucinated","TYPE CHECK: The candidate value ""Orbitrap"" is a valid mass analyzer type.
SOURCE CHECK: The paper mentions that LC-MS/MS was conducted by ""The Jingjie PTM BioLab (Hangzhou) Co. Inc."", but it does not specify the instrument model or the mass analyzer used.
TRUTH CHECK: There is no mention of an Orbitrap or any other specific mass analyzer in the provided text.
COMPLETENESS CHECK: The value is not present in the text, so the set is not based on the provided source.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","modification","Deamidation (NQR)","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value ""Deamidation (NQR)"" is the correct category (a protein modification) for this field.
SOURCE CHECK: The term ""Deamidation"" does not appear in the provided paper text.
TRUTH CHECK: The candidate value is not supported by the text; there is no mention of deamidation being searched or analyzed in the LC-MS/MS experiment.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which are mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","modification","Iodoacetamide derivative (CDEHKMSTUY,N-term)","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The candidate value is not mentioned anywhere in the provided paper text.
TRUTH CHECK: The value is not supported by the text; the paper mentions ""LC-MS/MS"" was conducted by a third party (Jingjie PTM BioLab), but it does not list the specific search modifications used.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which are mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","modification","Oxidation or Hydroxylation (CDEFHIKLMNPQRSTUVWY,C-term)","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The paper text does not mention ""Oxidation"", ""Hydroxylation"", or any specific search parameters for the LC-MS/MS experiment.
TRUTH CHECK: The value is not supported by the provided text; the paper mentions that LC-MS/MS was conducted by a third-party lab (Jingjie PTM BioLab) but does not list the modifications searched.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which are explicitly mentioned in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","modification","Deamidation","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value ""Deamidation"" is the correct category for a protein modification.
SOURCE CHECK: The word ""Deamidation"" does not appear anywhere in the provided paper text.
TRUTH CHECK: The value is not supported by the text; the paper discusses ubiquitination, but not deamidation.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which are mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","modification","Iodoacetamide derivative","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a chemical modification, which fits the category for the modification field.
SOURCE CHECK: The term ""Iodoacetamide derivative"" does not appear in the provided paper text.
TRUTH CHECK: The value is not supported by the text; while iodoacetamide is a common alkylation reagent, the specific modification name must be explicitly written in the text to be accepted.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which are explicitly mentioned in the provided text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD053353","","strict","Technical","modification","Oxidation or Hydroxylation","","low","False","","False","False","False","True","ptm_shepherd","","ptm_shepherd_only","TYPE CHECK: The candidate value describes a protein modification, which matches the field definition.
SOURCE CHECK: The candidate value is not present in the provided paper text.
TRUTH CHECK: The paper does not mention ""Oxidation"" or ""Hydroxylation"" as modifications searched during the LC-MS/MS analysis.
COMPLETENESS CHECK: The full set of extracted values contains multiple modifications, none of which are mentioned in the text.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
