"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD003531","","strict","Biological","age","age","45–75 years","True"
"PXD003531","","strict","Biological","cell_line","cell_line","OVCAR3","True"
"PXD003531","","strict","Biological","cell_type","cell_type","epithelial cells","True"
"PXD003531","","strict","Biological","disease","disease","epithelial ovarian cancer, healthy","True"
"PXD003531","","strict","Biological","organ","organ","ovary","True"
"PXD003531","","strict","Biological","sex","sex","female","True"
"PXD003531","","strict","Biological","species","species","Homo sapiens","True"
"PXD003531","","strict","ExperimentalDesign","factor_value","factor_value","tissue origin (OSE, EOC, FTE), drug treatment (THZ1, U0126) | epithelial ovarian cancer, healthy","True"
"PXD003531","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD003531","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD003531","","strict","Technical","instrument","instrument","Q Exactive | Q Exactive HF","True"
"PXD003531","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD003531","","strict","Technical","modification","modification","phosphorylated residue","True"
