pxd	data_file	category	field	assessed_value	gold_value	normalized_assessed_value	normalized_gold_value	status	match_method	similarity
PXD016837	20170307_JH_04.raw	Biological	characteristics[age]	31Y	31Y	31y	31y	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Biological	characteristics[cell line]	MDA-MB-435S	MDA-MB-435S	mda-mb-435s	mda-mb-435s	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Biological	characteristics[cell type]	melanocyte	melanocyte	melanocyte	melanocyte	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Biological	characteristics[disease]	ductal carcinoma	ductal carcinoma	ductal carcinoma	ductal carcinoma	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Biological	characteristics[organism part]	Melanocyte	Melanocyte	melanocyte	melanocyte	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Biological	characteristics[organism]	Homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Biological	characteristics[sex]	female	female	female	female	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD016837	20170307_JH_04.raw	Technical	comment[fragment mass tolerance]	0.5 Da	0.5 Da	0.5 da	0.5 da	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	Technical	comment[instrument]	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Elite;AC=MS:1001910	cv:ms:1001910	cv:ms:1001910	matched	cv_accession	1.000000
PXD016837	20170307_JH_04.raw	Technical	comment[label]	AC=MS:1002038;NT=label free sample	AC=MS:1002038;NT=label free sample	cv:ms:1002038	cv:ms:1002038	matched	cv_accession	1.000000
PXD016837	20170307_JH_04.raw	Technical	comment[ms2 mass analyzer]	AC=MS:1000484; NT=Orbitrap	AC=MS:1000484; NT=Orbitrap	cv:ms:1000484	cv:ms:1000484	matched	cv_accession	1.000000
PXD016837	20170307_JH_04.raw	Technical	comment[precursor mass tolerance]	5 ppm	5 ppm	5 ppm	5 ppm	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	ExperimentalDesign	characteristics[biological replicate]	1		1		assessed_only	unmatched	0.000000
PXD016837	20170307_JH_04.raw	ExperimentalDesign	comment[fraction identifier]	4	4	4	4	matched	exact_normalized	1.000000
PXD016837	20170307_JH_04.raw	ExperimentalDesign	comment[technical replicate]		1		1	gold_only	unmatched	0.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[age]	31Y	31Y	31y	31y	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[cell line]	MDA-MB-435S	MDA-MB-435S	mda-mb-435s	mda-mb-435s	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[cell type]	melanocyte	melanocyte	melanocyte	melanocyte	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[disease]	ductal carcinoma	ductal carcinoma	ductal carcinoma	ductal carcinoma	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[organism part]	Melanocyte	Melanocyte	melanocyte	melanocyte	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[organism]	Homo sapiens	Homo sapiens	homo sapiens	homo sapiens	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Biological	characteristics[sex]	female	female	female	female	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Technical	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	NT=Trypsin; AC=MS:1001251; CS=(?<=[KR])(?!P)	cv:ms:1001251	cv:ms:1001251	matched	cv_accession	1.000000
PXD016837	20170307_JH_05.raw	Technical	comment[fragment mass tolerance]	0.5 Da	0.5 Da	0.5 da	0.5 da	matched	exact_normalized	1.000000
PXD016837	20170307_JH_05.raw	Technical	comment[instrument]	NT=LTQ Orbitrap Elite;AC=MS:1001910	NT=LTQ Orbitrap Elite;AC=MS:1001910	cv:ms:1001910	cv:ms:1001910	matched	cv_accession	1.000000
PXD016837	20170307_JH_05.raw	Technical	comment[label]	AC=MS:1002038;NT=label free sample	AC=MS:1002038;NT=label free sample	cv:ms:1002038	cv:ms:1002038	matched	cv_accession	1.000000
