"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD041051","","strict","Biological","age","age","6–8 weeks","True"
"PXD041051","","strict","Biological","cell_line","cell_line","293 T, MODE-K, CT26, IEC-6","True"
"PXD041051","","strict","Biological","cell_type","cell_type","jejunal crypt cells","True"
"PXD041051","","strict","Biological","disease","disease","radiation-induced intestinal injury","True"
"PXD041051","","strict","Biological","organ","organ","jejunum","True"
"PXD041051","","strict","Biological","sex","sex","male","True"
"PXD041051","","strict","Biological","species","species","Mus musculus","True"
"PXD041051","","strict","ExperimentalDesign","factor_value","factor_value","circRNA (circDmbt1(3,4,5,6)) | radiation-induced intestinal injury","True"
"PXD041051","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD041051","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD041051","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD041051","","strict","Technical","label","label","label free","True"
"PXD041051","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD041051","","strict","Technical","modification","modification","Lysine oxidation to aminoadipic semialdehyde (K) | Deamidation (NQR) | Iodoacetamide derivative (CDEHKMSTUY,N-term)","True"
