source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002266-Sample-1	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-01.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-2	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-02.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-3	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-03.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-4	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-04.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-5	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-05.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-6	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-07.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-7	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-10.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-8	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-11.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-9	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-12.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-10	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-13.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-11	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-14.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD002266-Sample-12	p. falciparum	blood	malaria	schizonts	12	not available	not available	run 12	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	LTQ Orbitrap Velos	not available	9	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	genotype (wild-type, PfPKGT618Q mutant), treatment (Compound 2, absence of Compound 2)	6 ppm	14 ppm	orbitrap	130412_002_UL01429-LS-15.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
