"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD040176","","strict","Biological","cell_line","mS49, mS63, mL46, mL76, mtPrA","","low","True","","False","False","False","False","","","type_mismatch","TYPE CHECK: The candidate value is a list of protein tags/constructs, not the name of an immortalized cell line.
SOURCE CHECK: These values refer to the specific tagged proteins expressed in the Diplonema cell lines used for the MS experiment, but they are not the names of the cell lines themselves.
TRUTH CHECK: The values are factually incorrect as they identify the baits/tags rather than the cell line name.
COMPLETENESS CHECK: The full set is incorrect as it identifies the tags instead of the biological source.
TYPE_CORRECT: no
CORRECT_TYPE_NAME: cell_line
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: Diplonema papillatum","Diplonema papillatum"
"PXD040176","","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The paper describes a basic biological study of the mitoribosome in *Diplonema papillatum* without any mention of disease or pathology.
TRUTH CHECK: Since the study is not a disease study and the subjects are not described as having a pathology, the safe default ""normal"" is correct.
COMPLETENESS CHECK: The full set contains only this value, which is sufficient for a non-disease study.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","Biological","species","Diplonema papillatum","Diplonema papillatum","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a scientific name of an organism, which matches the species field definition.
SOURCE CHECK: The value is explicitly mentioned in the text as the source of the mitoribosomal complexes analyzed by LC-MS/MS.
TRUTH CHECK: The paper identifies the species as *Diplonema papillatum*.
COMPLETENESS CHECK: The full set contains the only species analyzed in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","ExperimentalDesign","factor_value","tagged protein (mS49, mS63, mL46, mL76), control (wild-type, mtPrA)","tagged protein (mS49, mS63, mL46, mL76), control (wild-type, mtPrA) | normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental groups (tagged proteins vs controls), which is a correct category for a factor_value.
SOURCE CHECK: The value is derived from the MS experiment context; the paper explicitly states LC-MS/MS was performed on replicates of the four tagged proteins (mS49, mS63, mL46, mL76) and their respective controls (wild-type and mtPrA).
TRUTH CHECK: The value is factually correct as it accurately lists the specific baits and controls used in the proteomics workflow.
COMPLETENESS CHECK: The full set of extracted values includes this detailed group description and a ""normal"" default; together they cover the experimental design.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","ExperimentalDesign","factor_value","normal","tagged protein (mS49, mS63, mL46, mL76), control (wild-type, mtPrA) | normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for a factor_value (representing a healthy/control state).
SOURCE CHECK: The paper describes ""wild-type"" mitoribosomes used as a control for the tagged protein pulldowns; ""normal"" is a safe default equivalent to ""wild-type"" or ""healthy"" in this context.
TRUTH CHECK: The value is factually correct as the study compares tagged mitoribosomal proteins against wild-type (normal) controls.
COMPLETENESS CHECK: The full set of extracted values includes both the specific experimental groups (tagged vs control) and the general state (normal), which comprehensively covers the experimental design.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","Technical","acquisition_method","data-dependent acquisition","data-dependent acquisition","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a valid acquisition scheme name.
SOURCE CHECK: The paper describes a ""Full scan MS survey spectra"" followed by the fragmentation of the ""20 most intense peptide ions,"" which is the definition of a data-dependent acquisition (DDA) scheme.
TRUTH CHECK: The described workflow (survey scan -> top 20 most intense ions fragmented) is factually a data-dependent acquisition.
COMPLETENESS CHECK: The full set contains the single correct acquisition method used for the primary MS experiments.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","Technical","cleavage_agent","Trypsin","Trypsin","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Trypsin"" is a protease, which matches the definition of a cleavage agent.
SOURCE CHECK: The value is explicitly mentioned in the ""Mass spectrometry"" section (""...on-bead digestion of affinity-purified (AP) complexes was performed using 500 ng trypsin..."").
TRUTH CHECK: The value is factually correct as stated in the text.
COMPLETENESS CHECK: The full set contains ""Trypsin"", which is the only cleavage agent mentioned for the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","Technical","fragmentation","beam-type collision-induced dissociation","beam-type collision-induced dissociation","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes a fragmentation method, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions that ""The 20 most intense peptide ions were fragmented in the HCD collision cell"", and HCD stands for Higher-energy Collisional Dissociation, which is a form of beam-type collision-induced dissociation.
TRUTH CHECK: While ""beam-type collision-induced dissociation"" is a technically accurate description of HCD, the paper explicitly uses the term ""HCD"".
COMPLETENESS CHECK: The full set contains only this value, but the paper explicitly names ""HCD"".

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","Technical","instrument","Orbitrap Fusion","Orbitrap Fusion","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Mass spectrometry"" section as the instrument used for the LC-MS/MS analysis of the AP complexes.
TRUTH CHECK: The paper states ""The HPLC system was coupled to Orbitrap Fusion mass spectrometer (Thermo Scientific)"".
COMPLETENESS CHECK: The full set contains the only instrument explicitly named for the primary proteomics experiments in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040176","","strict","Technical","label","label free","label free","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""label free"" belongs to the category of labeling methods.
SOURCE CHECK: The paper describes LC-MS/MS using iBAQ (intensity-Based Absolute Quantification) and SAINTexpress for scoring, with no mention of TMT, SILAC, iTRAQ, or other chemical/metabolic labeling.
TRUTH CHECK: The experiment is label-free as no isobaric or metabolic labeling is described.
COMPLETENESS CHECK: The full set contains only ""label free"", which accurately describes the labeling state of the experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
