pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR01.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR01.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR01.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR02.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR02.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR02.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR03.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR03.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121122_A0218_6G_R_FR03.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR04.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR04.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR04.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR05.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR05.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR05.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR06.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR06.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR06.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR07.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR07.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR07.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR08.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR08.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR08.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR09.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR09.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR09.raw	ExperimentalDesign	2	1	1	1	0	0.500000	1.000000	0.666667
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR10.raw	Biological	4	4	4	0	0	1.000000	1.000000	1.000000
PXD002081	TCGA-AA-3554-01A-22_W_VU_20121123_A0218_6G_R_FR10.raw	Technical	4	4	4	0	0	1.000000	1.000000	1.000000
