source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD010429-Sample-1	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT01-2-Fx09-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-2	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT03-2-Fx09-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-3	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT04-2-Fx10-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-4	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx03-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-5	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT05-2-Fx12-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-6	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT06-2-Fx01-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-7	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT06-2-Fx05-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-8	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT07-2-Fx05-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-9	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT09-2-Fx05-run2.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
PXD010429-Sample-10	homo sapiens	lung	squamous cell lung cancer	squamous cell	108	not available	mean age = 69.1	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive Plus	not available	12	2	NT=beam-type collision-induced dissociation;AC=MS:1000422	proteomic subtype (Inflamed, Redox, Mixed)	6 ppm	10 ppm	orbitrap	20160609_Haura-SCC-PG_TMT10-fx06-run1.raw	v1.1.0	HAMLET-agentic v0.1.0	squamous cell lung cancer
