"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD060323","","strict","Biological","age","age","neonatal","True"
"PXD060323","","strict","Biological","cell_type","cell_type","neurons","True"
"PXD060323","","strict","Biological","disease","disease","normal, plxna2−/−","True"
"PXD060323","","strict","Biological","organ","organ","hippocampus","True"
"PXD060323","","strict","Biological","species","species","Mus musculus","True"
"PXD060323","","strict","ExperimentalDesign","factor_value","factor_value","normal, plxna2−/−","True"
"PXD060323","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD060323","","strict","ExperimentalDesign","replicates","replicates","1","True"
"PXD060323","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD060323","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD060323","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD060323","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD060323","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","11 ppm","True"
"PXD060323","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD060323","","strict","Technical","instrument","instrument","Orbitrap Fusion Lumos","True"
"PXD060323","","strict","Technical","label","label","label free","True"
"PXD060323","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD060323","","strict","Technical","modification","modification","Carbamidomethyl (C)","True"
"PXD060323","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","6 ppm","True"
"PXD060323","","strict","Technical","reduction_reagent","reduction_reagent","tris(2-carboxyethyl)phosphine","True"
