"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD005539","BiologicalAgent","species","species","Homo sapiens","True"
"PXD005539","BiologicalAgent","tissue","organ","skin","True"
"PXD005539","BiologicalAgent","cell_type","cell_type","malignant melanocytes","True"
"PXD005539","BiologicalAgent","disease_state","disease","melanoma","True"
"PXD005539","BiologicalAgent","sample_source","material_type","melanoma cell lines","True"
"PXD005539","BiologicalAgent","age","age","","False"
"PXD005539","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD005539","BiologicalAgent","BMI","BMI","","False"
"PXD005539","BiologicalAgent","cell_line","cell_line","SKMEL28","True"
"PXD005539","BiologicalAgent","sex","sex","","False"
"PXD005539","BiologicalAgent","strain","strain","","False"
"PXD005539","BiologicalAgent","material_type","material_type","melanoma cell lines","True"
"PXD005539","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD005539","TechnicalAgent","acquisition_method","acquisition_method","","False"
"PXD005539","TechnicalAgent","alkylation_reagent","alkylation_reagent","","False"
"PXD005539","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD005539","TechnicalAgent","cleavage_agent","cleavage_agent","","False"
"PXD005539","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD005539","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD005539","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD005539","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD005539","TechnicalAgent","instrument","instrument","Thermo Scientific Orbitrap Elite Hybrid Mass Spectrometer or QExactivePlus","True"
"PXD005539","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD005539","TechnicalAgent","labeling","label","label-free","True"
"PXD005539","TechnicalAgent","reduction_reagent","reduction_reagent","","False"
"PXD005539","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD005539","ExperimentalDesignAgent","biological_replicate","replicates","3 melanoma cell lines (SKMEL28, C32TG, A375) | 3","True"
"PXD005539","ExperimentalDesignAgent","technical_replicate","technical_replicates","","False"
"PXD005539","ExperimentalDesignAgent","experimental_design","experimental_design","comparative proteomic profiling of EVs from three melanoma cell lines","True"
"PXD005539","ExperimentalDesignAgent","factor_value","factor_value","cell line (SKMEL28, C32TG, A375)","True"
"PXD005539","ExperimentalDesignAgent","number_of_fractions","fractions","9","True"
"PXD005539","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","","False"
"PXD005539","ExperimentalDesignAgent","number_of_biological_replicates","replicates","3 melanoma cell lines (SKMEL28, C32TG, A375) | 3","True"
"PXD005539","ExperimentalDesignAgent","number_of_samples","number_of_samples","3","True"
