source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000644-Sample-1	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_10.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-2	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_10.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-3	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_10.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-4	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_10.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-5	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_11.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-6	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_11.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-7	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_11.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-8	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_11.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-9	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_12.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
PXD000644-Sample-10	Bacillus subtilis	fat body	curcumin treatment	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	LTQ Orbitrap Velos, Agilent 6550 QTOF, AB Sciex MALDI-TOF/TOF	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment time (control, 20 min, 60 min, 120 min)	NT=iTRAQ4plex;AC=UNIMOD:214;MT=Fixed;TA=K	20 ppm	0.1 Da, 0.4 Da	orbitrap	Bacillus_Curcumin_TP_12.raw	v1.1.0	HAMLET-agentic v2.1.0	curcumin treatment
