source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000270-Sample-1	B. cenocepacia	not available	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_04_wthiox3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-2	B. cenocepacia	not available	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_09_wthiox7.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-3	B. cenocepacia	not available	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_10_wthiox8.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-4	B. cenocepacia	not available	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_25_wtloox1b.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-5	B. cenocepacia	not available	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_29_wtloox5b.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-6	B. cenocepacia	not available	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_33_wtloox9b.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-7	B. cenocepacia	not available	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_38_wtloox2ELb.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-8	B. cenocepacia	not available	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_39_wtloox3ELb.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-9	B. cenocepacia	not available	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_40_wtloox4ELb.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-10	B. cenocepacia	not available	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_46_wtloox10ELb.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-11	B. cenocepacia	not available	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_67_wthiox3ELb.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-12	B. cenocepacia	not available	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20111117_71_wthiox7ELb.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-13	B. cenocepacia	not available	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20120123_100_wtlooxTM1el_b.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000270-Sample-14	B. cenocepacia	not available	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	oxygen concentration (aerobic, micro-oxic), subcellular fraction (extracellular, cytoplasmic, total membrane)	not available	10ppm	0.4 m/z	orbitrap	20120123_64_wthioxTM1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
