source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000297-Sample-1	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	1DE_106-1D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-2	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	not available	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_17-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-3	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_197-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-4	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_205-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-5	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_241-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-6	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_2DE_477-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-7	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_391-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-8	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_397-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-9	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_423-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-10	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_491-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000297-Sample-11	Toxoplasma gondii, Neospora caninum	not available	not available	tachyzoites	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ, LTQ-Orbitrap Velos	NT=Trypsin;AC=MS:1001251	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (Toxoplasma gondii, Neospora caninum)	not available	5 ppm	±0.5 Da	orbitrap	2DE_2DE_521-2D.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
