source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000223-Sample-1	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_03.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-2	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_04.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-3	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_05.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-4	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_06.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-5	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_07.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-6	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_08.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-7	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_09.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-8	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_10.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-9	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130402_11.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000223-Sample-10	Arabidopsis thaliana	inflorescences	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	expressed protein (35S:GFP–SAP54, 35S:GFP), AY-WB infection, rad23 mutation	not available	6 ppm	0.6 Da	orbitrap	130412_01.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
