source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000234-Sample-1	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_01.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-2	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_01.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-3	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_01.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-4	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_01.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-5	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_02.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-6	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_02.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-7	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ116	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_02.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-8	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ117	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_02.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-9	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ114	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_03.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
PXD000234-Sample-10	Homo sapiens	serum	chikungunya infection, normal	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	iTRAQ115	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=beam-type collision-induced dissociation;AC=MS:1000422	condition (infected, control)	not available	20 ppm	0.1 Da	orbitrap	ChkGnya_2plex_iTRAQ_03.raw	v1.1.0	HAMLET-agentic v2.1.0	chikungunya infection, normal
