source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000069-Sample-1	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_46_E0.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-2	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_48_E2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-3	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_49_E3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-4	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_50_E4.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-5	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_52_E6.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-6	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_55_E9.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-7	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_57_E11.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-8	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_58_E12.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-9	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_62_S0.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-10	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_63_S1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-11	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_64_S2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-12	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_65_S3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-13	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_69_S7.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-14	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_70_S8.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-15	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_71_S9.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-16	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_72_S10.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-17	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_73_S11.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-18	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_74_S12.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-19	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_78_G0.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-20	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	not available	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_79_G1.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-21	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	not available	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_80_G2.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-22	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	not available	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_81_G3.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-23	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_82_G4.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-24	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	not available	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_83_G5.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-25	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_85_G7.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-26	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_86_G8.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-27	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_87_G9.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-28	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	not available	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_88_G10.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-29	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_90_G12.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-30	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_53_E7.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-31	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_89_G11.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-32	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_47_E1.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-33	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_67_S5.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-34	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_54_E8.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-35	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_84_G6.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-36	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_56_E10.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000069-Sample-37	O. exaltata, O. sphegodes, O. garganica	labellum	not available	not available	not available	not available	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	species (O. exaltata, O. sphegodes, O. garganica)	not available	3 Da	0.5 m/z	ion trap	20100909_51_E5.RAW	v1.1.0	HAMLET-agentic v2.1.0	not available
