source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000390-Sample-1	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_228_052207_R3_C1_14Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-2	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_231_052207_R1_C1_31Jul07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-3	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_234_052207_R1_C1_31Jul07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-4	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_238_052207_R3_C1_15Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-5	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_239_052207_R1_C1_31Jul07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-6	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_240_052207_R1_C1_31Jul07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-7	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_247_052207_R2_C3_31Jul07_Raptor_Fst-3_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-8	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_248_052207_R3_C1_17Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-9	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_254_052207_R1_C1_9Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-10	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_254_052207_R3_C1_22Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-11	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_264_052207_R1_C1_6Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-12	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_276_052207_R2_C3_9Aug07_Raptor_Fst-3_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-13	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_280_052207_R1_C1_10Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-14	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_287_052207_R1_C1_13Aug07_Raptor_Fst-1_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-15	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_288_052207_R3_C3_22Aug07_Raptor_Fst-3_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
PXD000390-Sample-16	Salmonella enterica serovar Typhimurium 14028s	not available	virulence-essential regulator mutants	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	strain (wild-type, 14 regulator mutants), growth condition (LB log, LB stationary, AMM1, AMM2)	not available	1.6 ppm	0.4 m/z	orbitrap	AID_STM_297_052207_R2_C4_31Jul07_Raptor_Fst-4_50u.raw	v1.1.0	HAMLET-agentic v2.1.0	virulence-essential regulator mutants
