source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000475-Sample-1	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample10.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-2	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample11.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-3	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample12.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-4	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample13.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-5	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample14.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-6	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample15.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-7	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample16.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-8	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample17.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-9	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample18.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
PXD000475-Sample-10	Y. enterocolitica	not available	enteropathogen	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	genotype (JB580v, SOR17)	not available	7 ppm	0.5 m/z	orbitrap	SID1448_220312_Sample19.raw	v1.1.0	HAMLET-agentic v2.1.0	enteropathogen
