source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000141-Sample-1	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A1_500_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-2	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A1_ATP_110812153251.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-3	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A1_ATP_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-4	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A1_ATP_rerun.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-5	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A2_500_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-6	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A2_500_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-7	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A2_ATP.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-8	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A2_ATP_110812201227.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-9	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A2_ATP_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-10	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A3_500_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-11	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A3_500_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-12	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A3_ATP_110815123447.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-13	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A3_ATP_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-14	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A3_ATP_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-15	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	A3_ATP_rerun.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-16	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	D1_500_2.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-17	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	D1_500_3.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-18	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	D1_ATP.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
PXD000141-Sample-19	M. tuberculosis	not available	normally growing and hypoxic	not available	not available	days 7 (normal) and 14 (hypoxic)	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ;AC=MS:1000447	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	growth condition (normal, hypoxic), probe treatment (ATP, ATPγS, streptavidin only)	not available	2.5 Da	1.0 Da	ion trap	D1_ATP_1.raw	v1.1.0	HAMLET-agentic v2.1.0	normally growing and hypoxic
