source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000553-Sample-1	P. falciparum	not available	not available	parasites	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_201.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-2	P. falciparum	not available	not available	parasites	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_202.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-3	P. falciparum	not available	not available	parasites	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_203.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-4	P. falciparum	not available	not available	parasites	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_204.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-5	P. falciparum	not available	not available	parasites	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_205.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-6	P. falciparum	not available	not available	parasites	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_206.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-7	P. falciparum	not available	not available	parasites	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_207.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-8	P. falciparum	not available	not available	parasites	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_208.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-9	P. falciparum	not available	not available	parasites	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_209.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-10	P. falciparum	not available	not available	parasites	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_210.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-11	P. falciparum	not available	not available	parasites	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_211.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000553-Sample-12	P. falciparum	not available	not available	parasites	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LQT Velos Pro	not available	not available	not available	not available	sample type (polysome fractions)	not available	435.9 ppm	0.5 m/z	ion trap	Pf_3D7-unsyn_polysomes_Ti_vL2_212.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
