source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000451-Sample-1	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100322AlejandropYRTr1-6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-2	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100322AlejandropYRTr2-12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-3	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100322AlejandropYThrr1-7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-4	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100322AlejandropYThrr2-13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-5	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTRestingF2r1-10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-6	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTRestingF2r2-12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-7	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTRestingLWF1r1-3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-8	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTRestingLWF1r2-5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-9	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTThrF2r1-11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-10	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTThrF2r2-13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-11	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTThrLWF1r1-4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-12	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100405AlejandropSpTThrLWF1r2-6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-13	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroF2KODAr1-16.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-14	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroF2KODAr2-18.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-15	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroF2PLPCr1-15.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-16	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroF2PLPCr2-17.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-17	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroLWF1KODAr1-9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-18	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroLWF1KODAr2-11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-19	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroLWF1PLPCr1-8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-20	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandroLWF1PLPCr2-10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-21	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandropYKODAr1-4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-22	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandropYKODAr2-4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-23	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandropYPLPCr1-3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000451-Sample-24	Homo sapiens	platelets	normal	platelets	not available	not available	not available	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	agonist (KODA-PC, PLPC, thrombin, Resting)	not available	6 ppm	0.4 m/z	orbitrap	100630AlejandropYPLPCr2-3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
