source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000084-Sample-1	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A131MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-2	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A134MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-3	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A13MA3-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-4	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A143MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-5	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A239MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-6	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A262MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-7	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A270MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-8	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A292MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-9	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A298MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000084-Sample-10	Apis mellifera L.	29 different organ/tissue types	normal	not available	not available	adult	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	not available	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	caste (queen, drone, worker), organ (29 different types)	not available	8 ppm	0.4 m/z	orbitrap	QWT401A31MA2-SpectraFile.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
