source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000457-Sample-1	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	8982-ABH2-S2-6.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-2	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	8986-ABH2-T2-6.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-3	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	8988-ABH2-C2-6.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-4	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	8990-ABH2-U2-6.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-5	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	9000-ABH2-U2-7.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-6	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	9003-ABH2-S2-5.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-7	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	9003-ABH2-S2-8.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-8	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	9007-ABH2-T2-5.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-9	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	9009-ABH2-C2-5.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
PXD000457-Sample-10	Homo sapiens	cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa	cholesteatoma	keratinocytes	not available	not available	7–77 years	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tissue type (cholesteatoma, neck of cholesteatoma, tympanic membrane, external auditory canal skin, middle ear mucosa)	not available	12 ppm	0.5 Da	orbitrap	9011-ABH2-U2-5.raw	v1.1.0	HAMLET-agentic v2.1.0	cholesteatoma
