source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000153-Sample-1	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20011221_02_BarH_IM2_6to7.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-2	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20091210_12_BH_IM1_26to27.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-3	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20091210_23_Excl_BH_IM1_6to7.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-4	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20091210_36_Excl_BH_IM1_32to33.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-5	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20100108_09_BH_TM1_20to21.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-6	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20100208_34_Excl_BarH_TM2_34to35.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-7	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20100521_17_Cy2_Pep3.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-8	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20100521_26_Cy2_Pep12.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-9	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20100531_21_BarH_Cy2_OG_Pep_07.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
PXD000153-Sample-10	B. henselae	not available	uninduced condition, induced condition	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	LTQ Orbitrap XL, LTQ FT Ultra	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (uninduced, induced)	not available	7.1 ppm	0.5 m/z	orbitrap	20100730_19_Prot_TM2_HILIC_04.raw	v1.1.0	HAMLET-agentic v2.1.0	uninduced condition, induced condition
