source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000111-Sample-1	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_01.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-2	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_02.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-3	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_03.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-4	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_04.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-5	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_07.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-6	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_08.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-7	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_09.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-8	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_13.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-9	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_14.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-10	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_15.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-11	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_20.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-12	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_21.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-13	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_26.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-14	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_27.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-15	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_30.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-16	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_31.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-17	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_33.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-18	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_34.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-19	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_36.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-20	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_37.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-21	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_38.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-22	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_39.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-23	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_41.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-24	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_46.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-25	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_48.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-26	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_50.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-27	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_51.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-28	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_53.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-29	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_57.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-30	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_60.raw	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-31	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_58.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-32	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_23.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-33	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_16.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-34	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_49.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-35	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_35.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-36	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_17.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-37	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 37	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_25.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-38	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 38	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_12.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-39	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 39	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_32.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-40	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 40	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_29.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-41	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 41	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_06.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-42	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 42	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_47.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-43	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 43	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_05.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-44	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 44	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_28.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
PXD000111-Sample-45	Mycobacterium tuberculosis	not available	nutrient starvation	not available	not available	6 weeks	run 45	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	condition (log phase, nutrient-starved)	not available	10 ppm	1 Da	ion trap	090313_40.RAW	v1.1.0	HAMLET-agentic v2.1.0	nutrient starvation
