source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000335-Sample-1	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 1	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100309_7C_LOA_inj1.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-2	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 2	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100309_7C_LOA_inj2.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-3	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 3	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100704_786_0CB_inj1.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-4	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 4	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100704_786_0CB_inj2.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-5	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 5	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100704_caki_2CA_inj1.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-6	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 6	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100704_caki_2CA_inj2.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-7	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 7	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100704_caki_2CB_inj1.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-8	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 8	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100704_caki_2CB_inj2.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-9	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 9	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100707_786_0CC_inj1.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-10	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 10	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100707_786_0CC_inj2.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-11	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 11	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	not available	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100707_caki_2CC_inj1.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
PXD000335-Sample-12	Homo sapiens	kidney	renal cell carcinoma	epithelial cell	786-O, Caki-2	not available	not available	male	not available	run 12	proteomic profiling by mass spectrometry	not available	label free sample	NT=LTQ FT;AC=MS:1000448	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	VHL genotype (VHL-wt, VHL-mut)	not available	15.0 ppm	0.80 Da	ion trap	20100707_caki_2CC_inj2.raw	v1.1.0	HAMLET-agentic v2.1.0	renal cell carcinoma
