source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000473-Sample-1	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 1	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	1D_A1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-2	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 2	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	1D_A2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-3	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 3	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	1D_A3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-4	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 4	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2DHTRA1_B5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-5	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 5	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2DHTRA1_B6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-6	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 6	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A1.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-7	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 7	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-8	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 8	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-9	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 9	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-10	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 10	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A13.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-11	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 11	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A2.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-12	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 12	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A3.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-13	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 13	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A4.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-14	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 14	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A5.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-15	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 15	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A6.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-16	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 16	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A7.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-17	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 17	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	not available	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A8.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000473-Sample-18	Homo sapiens	placenta	normal	syncytiotrophoblast	not available	female	last trimester of gestation	run 18	proteomic profiling by mass spectrometry	not available	label free sample	LTQ FT Ultra, MALDI-Orbitrap-XL	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	HTRA1 treatment (+HTRA1, -HTRA1)	not available	3 ppm	0.5 Da	orbitrap	2D_-HTRA1_A9.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
