source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000217-Sample-1	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_03_FUJI_1_EX1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-2	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_05_CTS_1_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-3	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_09_RL_1_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-4	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_101_U266_2_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-5	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_103_OMP2_2_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-6	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_107_FUJI_3_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-7	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_109_CTS_3_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-8	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_119_RPMI_3_Ex2.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-9	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_13_DOOH_1_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
PXD000217-Sample-10	Homo sapiens	blood	acute myeloid leukemia, lymphoma, and multiple myeloma	hematological cancer cell	RL, DoHH2, P31/Fuj, HEL, MV4-11, U266	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	tumor type (acute myeloid leukemia, lymphoma, multiple myeloma), sensitivity to kinase inhibitors	not available	7 ppm	800 mmu	orbitrap	b0775p30_AML_LPH_MM_Part1_15_RPMI_1_Ex1.raw	v1.1.0	HAMLET-agentic v2.1.0	acute myeloid leukemia, lymphoma, and multiple myeloma
