source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000388-Sample-1	S. Typhimurium	not available	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-44a_14Jan11_Doc_10-12-07.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-2	S. Typhimurium	not available	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-44b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-3	S. Typhimurium	not available	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-44c_14Jan11_Doc_10-09-53.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-4	S. Typhimurium	not available	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-45b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-5	S. Typhimurium	not available	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-46b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-6	S. Typhimurium	not available	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-46c_14Jan11_Doc_10-09-53.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-7	S. Typhimurium	not available	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-47b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-8	S. Typhimurium	not available	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-47c_14Jan11_Doc_10-09-53.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-9	S. Typhimurium	not available	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-48a_14Jan11_Doc_10-12-07.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-10	S. Typhimurium	not available	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-48b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-11	S. Typhimurium	not available	not available	not available	not available	not available	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-48c_14Jan11_Doc_10-09-53.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-12	S. Typhimurium	not available	not available	not available	not available	not available	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-49a_14Jan11_Doc_10-12-07.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-13	S. Typhimurium	not available	not available	not available	not available	not available	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-49b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-14	S. Typhimurium	not available	not available	not available	not available	not available	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-50a_14Jan11_Doc_10-12-07.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
PXD000388-Sample-15	S. Typhimurium	not available	not available	not available	not available	not available	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap;AC=MS:1000449	not available	not available	not available	not available	growth condition (LB, LPM-4h, LPM-20h), subcellular fraction (CYT, IM, PERI, OM)	not available	3 m/z units	0 m/z	orbitrap	SBEP_STM_subcell-50b_14Jan11_Doc_10-09-52.raw	v1.1.0	HAMLET-agentic v2.1.0	not available
