source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000265-Sample-1	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto1112.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-2	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto12.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-3	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto1516.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-4	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto1718.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-5	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto1920.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-6	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto34.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-7	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto56.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-8	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto910.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-9	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-10	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-05.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-11	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 11	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-10.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-12	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 12	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-13	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 13	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-14	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 14	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-15	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 15	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-16	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 16	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-17	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 17	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S07.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-18	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 18	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S09.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-19	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 19	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S11.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-20	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 20	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-21	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 21	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-22	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 22	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M03.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-23	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 23	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-24	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 24	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	not available	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120116M08.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-25	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 25	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P01.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-26	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 26	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P02.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-27	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 27	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P04.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-28	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 28	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P05.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-29	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 29	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P06.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-30	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 30	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120118P09.raw	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-31	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 31	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-06.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-32	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 32	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120112S08.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-33	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 33	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-07.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-34	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 34	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto2122.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-35	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 35	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	110603okamoto78.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
PXD000265-Sample-36	Oryza sativa	flowers, callus, seedlings, pollen grains	normal	egg cells, sperm cells, callus, seedlings, pollen grains	not available	not available	7 days	run 36	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap XL;AC=MS:1000556	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	cell/tissue type (egg cells, sperm cells, callus, seedlings, pollen grains)	not available	15 ppm	0.8 Da	orbitrap	120110C-03.RAW	v1.1.0	HAMLET-agentic v2.1.0	normal
