source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD000345-Sample-1	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 1	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_110613_wMel_bot_SAX_FT.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-2	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 2	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_110613_wMel_bot_SAX_pH2.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-3	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 3	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_110613_wMel_bot_SAX_pH5.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-4	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 4	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_110613_wMel_bot_SAX_pH8.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-5	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 5	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_110613_wMel_bot_bulk.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-6	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 6	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_260413_C1_II.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-7	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 7	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_260413_C2_I.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-8	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 8	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_260413_C2_II.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-9	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 9	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_260413_C3_I.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
PXD000345-Sample-10	Wolbachia	cell culture	doxycycline-induced stress	mosquito cells	RML-12	not available	not available	not available	not available	run 10	proteomic profiling by mass spectrometry	NT=data-dependent acquisition;AC=PRIDE:0000627	label free sample	NT=LTQ Orbitrap Velos;AC=MS:1001742	not available	not available	not available	NT=collision-induced dissociation;AC=MS:1000133	treatment (control, doxycycline)	not available	7 ppm	0.4 m/z	orbitrap	SA_260413_C3_II.raw	v1.1.0	HAMLET-agentic v2.1.0	doxycycline-induced stress
