"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD034074","","strict","Biological","age","age","8 weeks","True"
"PXD034074","","strict","Biological","cell_type","cell_type","adipocytes","True"
"PXD034074","","strict","Biological","disease","disease","insulin resistance, hepatic steatosis, adipose tissue dysfunction","True"
"PXD034074","","strict","Biological","organ","organ","epididymal white adipose tissue","True"
"PXD034074","","strict","Biological","sex","sex","male","True"
"PXD034074","","strict","Biological","species","species","Mus musculus","True"
"PXD034074","","strict","ExperimentalDesign","factor_value","factor_value","genotype (Mdm2-AKI, control), diet (NCD, HFD) | insulin resistance, hepatic steatosis, adipose tissue dysfunction","True"
"PXD034074","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD034074","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD034074","","strict","Technical","instrument","instrument","Q Exactive Plus","True"
"PXD034074","","strict","Technical","label","label","label free","True"
"PXD034074","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD034074","","strict","Technical","modification","modification","Deamidation (NQR) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Sodium adduct (DE,C-term)","True"
