"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD004997","","strict","Biological","age","age","adult, nymph","True"
"PXD004997","","strict","Biological","species","species","Tropilaelaps mercedesae","True"
"PXD004997","","strict","ExperimentalDesign","factor_value","factor_value","sex (male, female)","True"
"PXD004997","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD004997","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD004997","","strict","ExperimentalDesign","technical_replicates","technical_replicates","2","True"
"PXD004997","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD004997","","strict","Technical","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD004997","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD004997","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","0.01Da","True"
"PXD004997","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD004997","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD004997","","strict","Technical","label","label","label free","True"
"PXD004997","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD004997","","strict","Technical","modification","modification","Carbamidomethyl (C) | Oxidation (M) | Deamidation (NQ)","True"
"PXD004997","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","10 ppm","True"
"PXD004997","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
