"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD001061","BiologicalAgent","species","species","Homo sapiens","True"
"PXD001061","BiologicalAgent","tissue","organ","cervix","True"
"PXD001061","BiologicalAgent","cell_type","cell_type","epithelial cell","True"
"PXD001061","BiologicalAgent","disease_state","disease","cervical adenocarcinoma","True"
"PXD001061","BiologicalAgent","sample_source","material_type","cell line","True"
"PXD001061","BiologicalAgent","age","age","","False"
"PXD001061","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD001061","BiologicalAgent","BMI","BMI","","False"
"PXD001061","BiologicalAgent","cell_line","cell_line","HeLa","True"
"PXD001061","BiologicalAgent","sex","sex","","False"
"PXD001061","BiologicalAgent","strain","strain","","False"
"PXD001061","BiologicalAgent","material_type","material_type","cell line","True"
"PXD001061","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD001061","TechnicalAgent","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD001061","TechnicalAgent","alkylation_reagent","alkylation_reagent","chloroacetamide","True"
"PXD001061","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD001061","TechnicalAgent","cleavage_agent","cleavage_agent","Lys-C, trypsin","True"
"PXD001061","TechnicalAgent","collision_energy","collision_energy","normalized collision energy of 25%","True"
"PXD001061","TechnicalAgent","enrichment_method","enrichment_method","Ni-NTA agarose beads","True"
"PXD001061","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD001061","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD001061","TechnicalAgent","instrument","instrument","Q Exactive","True"
"PXD001061","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD001061","TechnicalAgent","labeling","label","Label-Free Quantification (LFQ)","True"
"PXD001061","TechnicalAgent","reduction_reagent","reduction_reagent","dithiothreitol (DTT), β-mercaptoethanol","True"
"PXD001061","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD001061","ExperimentalDesignAgent","biological_replicate","replicates","17","True"
"PXD001061","ExperimentalDesignAgent","technical_replicate","technical_replicates","11, 6, 6, 9 | 32","True"
"PXD001061","ExperimentalDesignAgent","experimental_design","experimental_design","control vs PR-619, MG-132, and heat shock","True"
"PXD001061","ExperimentalDesignAgent","factor_value","factor_value","treatment (control, PR-619, MG-132, heat shock)","True"
"PXD001061","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD001061","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","11, 6, 6, 9 | 32","True"
"PXD001061","ExperimentalDesignAgent","number_of_biological_replicates","replicates","17","True"
"PXD001061","ExperimentalDesignAgent","number_of_samples","number_of_samples","17","True"
