pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD011175	F1_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	F1_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	F1_MM2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	F2_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	F2_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	F2_MM2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	F3_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	F3_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	F3_MM2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	F4_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	F4_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	F4_MM2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	F5_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	F5_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	F5_MM2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	F6_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	F6_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	F6_MM2.raw	ExperimentalDesign	5	2	1	4	1	0.200000	0.500000	0.285714
PXD011175	FT_MM2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	FT_MM2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	FT_MM2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM1_R1.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD011175	MM1_R1.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM1_R1.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM1_R3.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD011175	MM1_R3.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM1_R3.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM2_R1.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD011175	MM2_R1.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM2_R1.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM2_R2.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD011175	MM2_R2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM2_R2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM3_R1.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD011175	MM3_R1.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM3_R1.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM3_R2.raw	Biological	3	5	2	1	3	0.666667	0.400000	0.500000
PXD011175	MM3_R2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM3_R2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM_100ug_IMAC_Bravo_R1.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	MM_100ug_IMAC_Bravo_R1.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM_100ug_IMAC_Bravo_R1.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM_100ug_IMAC_Bravo_R2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	MM_100ug_IMAC_Bravo_R2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM_100ug_IMAC_Bravo_R2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM_100ug_IMAC_Bravo_R3.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	MM_100ug_IMAC_Bravo_R3.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM_100ug_IMAC_Bravo_R3.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM_12ug_IMAC_Bravo_R1.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	MM_12ug_IMAC_Bravo_R1.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM_12ug_IMAC_Bravo_R1.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
PXD011175	MM_12ug_IMAC_Bravo_R2.raw	Biological	3	3	2	1	1	0.666667	0.666667	0.666667
PXD011175	MM_12ug_IMAC_Bravo_R2.raw	Technical	8	9	3	5	6	0.375000	0.333333	0.352941
PXD011175	MM_12ug_IMAC_Bravo_R2.raw	ExperimentalDesign	5	2	0	5	2	0.000000	0.000000	0.000000
