sdrf row	source name	logical field	sdrf header	selected value	selected source	evidence	agent status	agent confidence	judge verdict	judge hallucination	judge type mismatch	judge corrected value	resolution rule	assessment state
1	PXD029361-Sample-1	source_name	source name	PXD029361-Sample-1	derived								legacy_derivation	derived
1	PXD029361-Sample-1	organism	characteristics[organism]	Homo sapiens	biological_agent	Data was analysed using Byonic search engine (Protein Metrics) against the Human protein database (SwissProt Dec20)	DISAGREE_TOOL_OUTVOTED	0.85	high	False	False		source_precedence:biological_agent	derived
1	PXD029361-Sample-1	organism_part	characteristics[organism part]	cell culture	pride								source_precedence:pride	derived
1	PXD029361-Sample-1	biological_replicate	characteristics[biological replicate]	1	experimental_design_agent	Sample of non-radioactive methylation assay containing 2 μg His-TWIST1 and 4μg GST SETD6 were incubated with 3.2 mM SAM overnight at 30°C. An additional sample without SAM served as reference.	LLM_ONLY	0.5	low	False	False	1	source_precedence:experimental_design_agent	derived
1	PXD029361-Sample-1	assay_name	assay name	run 1	derived								legacy_derivation	derived
1	PXD029361-Sample-1	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
1	PXD029361-Sample-1	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
1	PXD029361-Sample-1	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
1	PXD029361-Sample-1	instrument	comment[instrument]	NT=Q Exactive Plus;AC=MS:1002634	runassessor				high	False	False		source_precedence:runassessor	derived
1	PXD029361-Sample-1	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
1	PXD029361-Sample-1	fraction_identifier	comment[fraction identifier]	1	experimental_design_agent	no sample-linked fractionation is described	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
1	PXD029361-Sample-1	technical_replicate	comment[technical replicate]	1	derived								fallback	not_assessed
1	PXD029361-Sample-1	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
1	PXD029361-Sample-1	factor_value	factor value[experimental design]	SAM presence (with SAM, without SAM), SETD6 expression (control vs KO), TWIST1 mutation (WT vs K33R)	experimental_design_agent	Sample of non-radioactive methylation assay containing 2 μg His-TWIST1 and 4μg GST SETD6 were incubated with 3.2 mM SAM overnight at 30°C. An additional sample without SAM served as reference.	LLM_ONLY	0.5	medium	False	False	SAM presence (with SAM, without SAM), SETD6 expression (control vs KO), TWIST1 mutation (WT vs K33R)	source_precedence:experimental_design_agent	derived
1	PXD029361-Sample-1	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
1	PXD029361-Sample-1	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
1	PXD029361-Sample-1	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
1	PXD029361-Sample-1	modification	comment[modification parameters]	NT=Methyl;AC=UNIMOD:34;MT=Variable;TA=K	derived								legacy_derivation	derived
1	PXD029361-Sample-1	modification	comment[modification parameters]	NT=Gln->Gly substitution;AC=UNIMOD:1181;MT=Variable;TA=Q	derived								legacy_derivation	derived
1	PXD029361-Sample-1	precursor_tolerance	comment[precursor mass tolerance]	6.9 ppm	derived								legacy_derivation	derived
1	PXD029361-Sample-1	fragment_tolerance	comment[fragment mass tolerance]	8 ppm	derived								legacy_derivation	derived
1	PXD029361-Sample-1	reduction_reagent	comment[reduction reagent]	dithiothreitol	derived								legacy_derivation	derived
1	PXD029361-Sample-1	alkylation_reagent	comment[alkylation reagent]	iodoacetamide	derived								legacy_derivation	derived
1	PXD029361-Sample-1	ms2_analyzer	comment[ms2 mass analyzer]	orbitrap	derived								legacy_derivation	derived
1	PXD029361-Sample-1	ms1_scan_range	comment[ms1 scan range]	300m/z-1650m/z	derived								legacy_derivation	derived
1	PXD029361-Sample-1	data_file	comment[data file]	QEP2_DLEV_with_SAM_DDA_310116.raw	derived								legacy_derivation	derived
1	PXD029361-Sample-1	sdrf_version	comment[sdrf version]	v1.1.0	derived								legacy_derivation	derived
1	PXD029361-Sample-1	annotation_tool	comment[sdrf annotation tool]	HAMLET-agentic v0.1.0	derived								legacy_derivation	derived
2	PXD029361-Sample-2	source_name	source name	PXD029361-Sample-2	derived								legacy_derivation	derived
2	PXD029361-Sample-2	organism	characteristics[organism]	Homo sapiens	biological_agent	Data was analysed using Byonic search engine (Protein Metrics) against the Human protein database (SwissProt Dec20)	DISAGREE_TOOL_OUTVOTED	0.85	high	False	False		source_precedence:biological_agent	derived
2	PXD029361-Sample-2	organism_part	characteristics[organism part]	cell culture	pride								source_precedence:pride	derived
2	PXD029361-Sample-2	biological_replicate	characteristics[biological replicate]	1	experimental_design_agent	Sample of non-radioactive methylation assay containing 2 μg His-TWIST1 and 4μg GST SETD6 were incubated with 3.2 mM SAM overnight at 30°C. An additional sample without SAM served as reference.	LLM_ONLY	0.5	low	False	False	1	source_precedence:experimental_design_agent	derived
2	PXD029361-Sample-2	assay_name	assay name	run 2	derived								legacy_derivation	derived
2	PXD029361-Sample-2	technology_type	technology type	proteomic profiling by mass spectrometry	derived								legacy_derivation	derived
2	PXD029361-Sample-2	acquisition	comment[proteomics data acquisition method]	NT=data-dependent acquisition;AC=PRIDE:0000627	runassessor								source_precedence:runassessor	derived
2	PXD029361-Sample-2	label	comment[label]	label free sample	technical_agent				high	False	False		source_precedence:technical_agent	derived
2	PXD029361-Sample-2	instrument	comment[instrument]	NT=Q Exactive Plus;AC=MS:1002634	runassessor				high	False	False		source_precedence:runassessor	derived
2	PXD029361-Sample-2	cleavage_agent	comment[cleavage agent details]	NT=Trypsin;AC=MS:1001251	derived								legacy_derivation	derived
2	PXD029361-Sample-2	fraction_identifier	comment[fraction identifier]	1	experimental_design_agent	no sample-linked fractionation is described	LLM_ONLY	0.5	high	False	False		source_precedence:experimental_design_agent	derived
2	PXD029361-Sample-2	technical_replicate	comment[technical replicate]	1	derived								fallback	not_assessed
2	PXD029361-Sample-2	dissociation	comment[dissociation method]	NT=beam-type collision-induced dissociation;AC=MS:1000422	runassessor								source_precedence:runassessor	derived
2	PXD029361-Sample-2	factor_value	factor value[experimental design]	SAM presence (with SAM, without SAM), SETD6 expression (control vs KO), TWIST1 mutation (WT vs K33R)	experimental_design_agent	Sample of non-radioactive methylation assay containing 2 μg His-TWIST1 and 4μg GST SETD6 were incubated with 3.2 mM SAM overnight at 30°C. An additional sample without SAM served as reference.	LLM_ONLY	0.5	medium	False	False	SAM presence (with SAM, without SAM), SETD6 expression (control vs KO), TWIST1 mutation (WT vs K33R)	source_precedence:experimental_design_agent	derived
2	PXD029361-Sample-2	modification	comment[modification parameters]	NT=Carbamidomethyl;AC=UNIMOD:4;MT=Fixed;TA=C	derived								legacy_derivation	derived
2	PXD029361-Sample-2	modification	comment[modification parameters]	NT=Oxidation;AC=UNIMOD:35;MT=Variable;TA=M	derived								legacy_derivation	derived
2	PXD029361-Sample-2	modification	comment[modification parameters]	NT=Deamidation;AC=UNIMOD:7;MT=Variable;TA=NQ	derived								legacy_derivation	derived
2	PXD029361-Sample-2	modification	comment[modification parameters]	NT=Methyl;AC=UNIMOD:34;MT=Variable;TA=K	derived								legacy_derivation	derived
2	PXD029361-Sample-2	modification	comment[modification parameters]	NT=Gln->Gly substitution;AC=UNIMOD:1181;MT=Variable;TA=Q	derived								legacy_derivation	derived
