"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD040899","","strict","Biological","age","5 weeks, 10-12 weeks","","low","False","","False","False","False","False","","","wrong_value","TYPE CHECK: The candidate value is a set of age/time point descriptions, which matches the definition for the age field.
SOURCE CHECK: The values are present in the text; however, the MS experiments specifically used 12-week-old mice.
TRUTH CHECK: The paper states ""Experiments were performed using age- and sex-matched littermates at the ages of 5 and 10–12 weeks,"" but the specific IP-MS sections state: ""For SEL1L IP-MS, BAT from 12-week-old female mice... was used"" and ""LPL IP-MS was performed... using frozen WAT pooled from 12-week-old mice."" The 5-week time point was used for other assays (e.g., detergent-solubility, histology), not the MS samples.
COMPLETENESS CHECK: The full set includes a value (5 weeks) that was not used for the MS samples, and the correct value (12 weeks) is covered by the range ""10-12 weeks"".

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: 12 weeks","12 weeks"
"PXD040899","","strict","Biological","cell_type","adipocytes","adipocytes","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""adipocytes"" is a cell type, which matches the field definition.
SOURCE CHECK: The value comes from the MS experiment context; the paper describes IP-MS performed on BAT (brown adipose tissue) and WAT (white adipose tissue), which are composed of adipocytes.
TRUTH CHECK: The value is factually correct as the study focuses on the ER of adipocytes and uses adipose tissues for the proteomics experiments.
COMPLETENESS CHECK: The full set of extracted values (""adipocytes"") covers the biological source of the MS samples described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","Biological","disease","hrd1 deficiency, sel1l deficiency, sel1l and atg7 deficiency","","low","True","factor_value","False","False","False","False","","","type_mismatch","TYPE CHECK: The candidate value describes genetic deficiencies/knockouts, which are experimental conditions/genotypes rather than a disease state or diagnosis.
SOURCE CHECK: The values are present in the text as the genotypes of the mice used in the MS experiments (Hrd1Ucp1Cre, Sel1LAdipCre, and DKO).
TRUTH CHECK: While these deficiencies are the experimental variables, they are not ""diseases"" in the clinical or diagnostic sense; they are genetically engineered models. However, the study is not a disease study, and the subjects are not ""patients.""
COMPLETENESS CHECK: The full set consists of only this value, which miscategorizes genotypes as diseases.

TYPE_CORRECT: no
CORRECT_TYPE_NAME: factor_value
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
VERDICT: low
CORRECTED_VALUE: normal","normal"
"PXD040899","","strict","Biological","organ","brown adipose tissue, white adipose tissue","brown adipose tissue, white adipose tissue","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value consists of organ/tissue names, which matches the field definition.
SOURCE CHECK: The values are present in the text; the paper describes two separate IP-MS experiments: one using BAT (brown adipose tissue) for SEL1L IP-MS and one using WAT (white adipose tissue) for LPL IP-MS.
TRUTH CHECK: The values are factually correct as both BAT and WAT were the sources of the biological material analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set of extracted values covers all tissues used for the MS experiments described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","Biological","sex","male, female","male, female","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""male, female"" belongs to the category of donor sex.
SOURCE CHECK: The paper explicitly states ""Both genders of adult mice were used throughout this study"" in the results section.
TRUTH CHECK: The value is factually correct as the study used both male and female mice.
COMPLETENESS CHECK: The full set of extracted values covers the sex of the animals used in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","Biological","species","Mus musculus","Mus musculus","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Mus musculus"" is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The value is present in the text; the MS experiments (SEL1L IP-MS and LPL IP-MS) were performed using BAT and WAT from mice.
TRUTH CHECK: The paper explicitly states that all mouse models used were on the C57BL/6J background, confirming the species is Mus musculus.
COMPLETENESS CHECK: The full set contains the only species used for the proteomics experiments.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","ExperimentalDesign","factor_value","genotype (WT, Sel1LAdipCre, Atg7AdipCre, DKO, Hrd1Ucp1Cre, Sel1LUcp1Cre)","genotype (WT, Sel1LAdipCre, Atg7AdipCre, DKO, Hrd1Ucp1Cre, Sel1LUcp1Cre) | hrd1 deficiency, sel1l deficiency, sel1l and atg7 deficiency","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental factor (genotype) and its specific levels, which is the correct category for this field.
SOURCE CHECK: The genotypes (WT, Sel1LAdipCre, Atg7AdipCre, DKO, Hrd1Ucp1Cre, Sel1LUcp1Cre) are all explicitly mentioned in the text as the groups used in the IP-MS experiments (BAT and WAT).
TRUTH CHECK: The values are factually correct; the paper describes these specific mouse genotypes used for the proteomics analysis.
COMPLETENESS CHECK: The full set of extracted values covers both the formal genotype names and the descriptive deficiency states, providing a complete picture of the experimental factors.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","ExperimentalDesign","factor_value","hrd1 deficiency, sel1l deficiency, sel1l and atg7 deficiency","genotype (WT, Sel1LAdipCre, Atg7AdipCre, DKO, Hrd1Ucp1Cre, Sel1LUcp1Cre) | hrd1 deficiency, sel1l deficiency, sel1l and atg7 deficiency","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes genotypes/deficiencies, which are valid characteristics for a factor_value.
SOURCE CHECK: These values are directly derived from the genotypes of the mice used in the IP-MS experiments (Hrd1Ucp1Cre, Sel1LAdipCre, and DKO).
TRUTH CHECK: The values are factually correct: ""hrd1 deficiency"" corresponds to Hrd1Ucp1Cre, ""sel1l deficiency"" to Sel1LAdipCre/Sel1LUcp1Cre, and ""sel1l and atg7 deficiency"" to DKO.
COMPLETENESS CHECK: The full set of extracted values includes both the specific genotype names and their descriptive meanings, covering all experimental groups used in the MS analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","Technical","acquisition_method","data-dependent acquisition","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid acquisition scheme name.
SOURCE CHECK: The paper mentions that proteins were identified by searching MS/MS data using Proteome Discoverer, but it does not explicitly state the acquisition method (e.g., DDA or DIA).
TRUTH CHECK: The acquisition method is not explicitly mentioned in the provided text.
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD040899","","strict","Technical","fragmentation","beam-type collision-induced dissociation","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value is a fragmentation method, which matches the field definition.
SOURCE CHECK: The value is not present in the provided paper text.
TRUTH CHECK: The paper mentions that samples were submitted to a core facility and analyzed using Proteome Discoverer, but it does not explicitly state the fragmentation method used (e.g., HCD, CID, ETD).
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
