"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD060381","hamlet_harmonized","strict","Biological","cell_line","ASC52telo","ASC52telo","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a specific name of an immortalized cell line, which matches the field definition.
SOURCE CHECK: The value is explicitly mentioned in the ""Human MSC Culture"" section and the ""Mass Spectrometric Analysis of EVs"" section confirms that EVs derived from these MSCs (ASC52telo) were the material analyzed by mass spectrometry.
TRUTH CHECK: The paper states ""ASC52telo cells, an hTERT immortalized human adipose derived mesenchymal stem cell line... will be referred to as MSCs from here on,"" and later describes the MS analysis of EVs from these MSCs.
COMPLETENESS CHECK: The full set contains the only cell line used to generate the samples for the proteomics experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","Biological","cell_type","mesenchymal stem cell","mesenchymal stem cell","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""mesenchymal stem cell"" is a cell type/lineage, which matches the field definition.
SOURCE CHECK: The MS analysis was performed on EVs derived from ASC52telo cells, which the paper explicitly defines as an ""immortalized human adipose derived mesenchymal stem cell line"".
TRUTH CHECK: The value is factually correct as the source of the EVs analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set contains the only relevant cell type for the MS sample.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","Biological","disease","normal","normal","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""normal"" is a valid category for the disease field.
SOURCE CHECK: The MS experiment analyzed extracellular vesicles (EVs) derived from the ASC52telo cell line; this is a research cell line used to study the effect of TSG-6 activation, not a disease-model study.
TRUTH CHECK: Since the study is not comparing a disease state but rather a genetic modification (CRISPR activation) in a standard immortalized cell line, the safe default ""normal"" is correct.
COMPLETENESS CHECK: The full set contains only this value, which is sufficient for a non-disease study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","Biological","organ","adipose","adipose","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""adipose"" is a valid organ/tissue type.
SOURCE CHECK: The MS sample was derived from EVs produced by ASC52telo cells, which the paper explicitly describes as an ""adipose derived mesenchymal stem cell line"".
TRUTH CHECK: The value is factually correct as the source of the cell line used for the proteomics experiment.
COMPLETENESS CHECK: The full set of extracted values (""adipose"") covers the origin of the biological material analyzed by MS.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""Homo sapiens"" is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper describes the use of ""human MSC line"" (ASC52telo) and ""human IVD cells"" for the experiments, and specifically states the ""human UniProt database"" was used for the mass spectrometry analysis of the EVs.
TRUTH CHECK: The value is factually correct as the biological material analyzed by MS was derived from human cells.
COMPLETENESS CHECK: The full set contains the only species involved in the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","ExperimentalDesign","factor_value","TSG-6 activated vs control","TSG-6 activated vs control","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value describes a contrast between experimental groups, which is a valid format for a factor_value.
SOURCE CHECK: The paper describes a proteomics experiment comparing ""TSG-6 activated EVs vs control EVs"" (Abstract) and ""EV pellets from WT, NTC and TSG-6 MSCs"" (Methods).
TRUTH CHECK: The contrast ""TSG-6 activated vs control"" accurately reflects the experimental design where CRISPR-activated TSG-6 MSC-EVs are compared against non-targeting (NTC) or wild-type (WT) controls.
COMPLETENESS CHECK: The full set captures the primary experimental contrast described for the proteomics analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","ExperimentalDesign","fractions","1","1","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which is the correct type for the number of fractions.
SOURCE CHECK: The paper describes the sample preparation (S-Trap microcolumns, trypsin digestion) and LC-MS/MS analysis, but does not mention any offline fractionation step.
TRUTH CHECK: Since no fractionation is described, the safe default of ""1"" is correct.
COMPLETENESS CHECK: The full set contains only the value ""1"", which accurately reflects the lack of fractionation described in the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","ExperimentalDesign","replicates","3","3","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which matches the definition for the replicates field.
SOURCE CHECK: The value is present in the ""Mass Spectrometric Analysis of EVs"" section, which describes the actual MS experiment.
TRUTH CHECK: The text explicitly states that EV pellets from WT, NTC and TSG-6 MSCs were collected and ""resuspended in 100 µl PBS (n = 3)"".
COMPLETENESS CHECK: The full set of extracted values contains this single correct value, which is exhaustive for the MS experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","Other","collision_energy","25%","25%","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value is a percentage, which is a correct format for collision energy.
SOURCE CHECK: The value is explicitly stated in the ""Mass Spectrometric Analysis of EVs"" section (""HCD collision energy was maintained at 25%"").
TRUTH CHECK: The value matches the text exactly.
COMPLETENESS CHECK: The full set contains the only collision energy value mentioned in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","hamlet_harmonized","strict","Other","developmental_stage","adult","adult","high","False","","True","True","False","False","","correct_explicit","TYPE CHECK: The candidate value ""adult"" is a valid developmental stage.
SOURCE CHECK: The MS samples were derived from ASC52telo cells, which are an immortalized human adipose derived mesenchymal stem cell line; while the cell line itself is immortalized, the source material (human adipose tissue) is from adults. Additionally, the paper mentions ""patients undergoing spinal surgery"" for the IVD cells, which implies adults.
TRUTH CHECK: The value is reasonably inferable from the context of ""patients undergoing spinal surgery"" and the use of a human adipose-derived cell line.
COMPLETENESS CHECK: The full set of extracted values is exhaustive for the information provided.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
