"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD043087","","strict","Biological","age","age","4-8 weeks","True"
"PXD043087","","strict","Biological","cell_line","cell_line","HEK293","True"
"PXD043087","","strict","Biological","cell_type","cell_type","mesenchymal stem cells","True"
"PXD043087","","strict","Biological","disease","disease","obesity, type 2 diabetes","True"
"PXD043087","","strict","Biological","organ","organ","serum","True"
"PXD043087","","strict","Biological","sex","sex","male, female","True"
"PXD043087","","strict","Biological","species","species","Homo sapiens, Mus musculus","True"
"PXD043087","","strict","ExperimentalDesign","factor_value","factor_value","treatment (ANGPTL4, NC), genotype (db/db, ob/ob, wild-type), cell type (PRRX1+ mesenchymal cells) | obesity, type 2 diabetes","True"
"PXD043087","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD043087","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD043087","","strict","Technical","instrument","instrument","Q Exactive HF-X","True"
"PXD043087","","strict","Technical","label","label","label free","True"
"PXD043087","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD043087","","strict","Technical","modification","modification","phosphorylated residue | Arginine replacement by Nitropyrimidyl ornithine (R) | pyrophosphorylation of Ser/Thr (ST) | Phosphorylation (CDEHKRSTY) | Iodoacetamide derivative (CDEHKMSTUY,N-term)","True"
"PXD043087","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
