"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD063163","","strict","Biological","cell_line","cell_line","KYSE150, KYSE30, 293T","True"
"PXD063163","","strict","Biological","cell_type","cell_type","epithelial cell","True"
"PXD063163","","strict","Biological","disease","disease","esophageal squamous cell carcinoma","True"
"PXD063163","","strict","Biological","organ","organ","esophagus","True"
"PXD063163","","strict","Biological","species","species","Homo sapiens","True"
"PXD063163","","strict","ExperimentalDesign","factor_value","factor_value","probe type (tRF-24, antisense control) | esophageal squamous cell carcinoma","True"
"PXD063163","","strict","ExperimentalDesign","fractions","fractions","1","True"
"PXD063163","","strict","ExperimentalDesign","replicates","replicates","2","True"
"PXD063163","","strict","ExperimentalDesign","technical_replicates","technical_replicates","1","True"
"PXD063163","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD063163","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD063163","","strict","Technical","fragment_mass_tolerance","fragment_mass_tolerance","10 ppm","True"
"PXD063163","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD063163","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD063163","","strict","Technical","label","label","label free","True"
"PXD063163","","strict","Technical","mass_analyzer","mass_analyzer","orbitrap","True"
"PXD063163","","strict","Technical","modification","modification","Oxidation (M) | Deamidation (NQ) | not applicable | Carbamidomethyl (C)","True"
"PXD063163","","strict","Technical","precursor_mass_tolerance","precursor_mass_tolerance","7 ppm","True"
