source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD002084-Sample-1	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A017-01A-22_W_VU_20120817_A0218_2B_R_FR01.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-2	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A017-01A-22_W_VU_20120818_A0218_2B_R_FR10.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-3	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01C-01A-22_W_VU_20121015_A0218_4F_R_FR02.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-4	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01C-01A-22_W_VU_20121015_A0218_4F_R_FR04.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-5	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	not available	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01C-01A-22_W_VU_20121015_A0218_4F_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-6	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01C-01A-22_W_VU_20121015_A0218_4F_R_FR07.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-7	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01D-01A-23_W_VU_20121106_A0218_5I_R_FR12.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-8	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01F-01A-23_W_VU_20120727_A0218_1B_R_FR05.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-9	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01I-01A-12_W_VU_20121118_A0218_6E_R_FR06.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
PXD002084-Sample-10	homo sapiens	colon, rectum	colon cancer, rectal cancer	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	TMTpro126C	LTQ Orbitrap Velos	not available	15	1	NT=collision-induced dissociation;AC=MS:1000133	tissue type (colon tumor, rectal tumor, normal colon biopsy)	7 ppm	-0.409244 ppm	orbitrap	TCGA-AA-A01I-01A-12_W_VU_20121118_A0218_6E_R_FR08.raw	v1.1.0	HAMLET-agentic v0.1.0	colon cancer, rectal cancer
