"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD012203","","strict","Biological","age","age","68.0 ± 2.0 and 83.8 ± 3.5 years old","True"
"PXD012203","","strict","Biological","disease","disease","alzheimer’s disease, healthy","True"
"PXD012203","","strict","Biological","organ","organ","brain","True"
"PXD012203","","strict","Biological","sex","sex","female","True"
"PXD012203","","strict","Biological","species","species","Homo sapiens","True"
"PXD012203","","strict","ExperimentalDesign","factor_value","factor_value","disease state (early-onset AD, late-onset AD, non-demented controls) | alzheimer’s disease, healthy","True"
"PXD012203","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD012203","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD012203","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD012203","","strict","Technical","label","label","iTRAQ114 | iTRAQ115 | iTRAQ116 | iTRAQ117","True"
"PXD012203","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD012203","","strict","Technical","modification","modification","deamidated residue","True"
