"paper_id","source","mode","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD018021","","strict","Biological","age","age","40 days","True"
"PXD018021","","strict","Biological","cell_type","cell_type","radial glial cells","True"
"PXD018021","","strict","Biological","disease","disease","epm1","True"
"PXD018021","","strict","Biological","organ","organ","brain","True"
"PXD018021","","strict","Biological","sex","sex","female","True"
"PXD018021","","strict","Biological","species","species","Homo sapiens","True"
"PXD018021","","strict","ExperimentalDesign","factor_value","factor_value","condition (b-CTRL, UL1) | epm1","True"
"PXD018021","","strict","Technical","acquisition_method","acquisition_method","data-dependent acquisition","True"
"PXD018021","","strict","Technical","cleavage_agent","cleavage_agent","Trypsin","True"
"PXD018021","","strict","Technical","fragmentation","fragmentation","beam-type collision-induced dissociation","True"
"PXD018021","","strict","Technical","instrument","instrument","Q Exactive","True"
"PXD018021","","strict","Technical","label","label","TMT126 | TMT127 | TMT128 | TMT129 | TMT130 | TMT131","True"
"PXD018021","","strict","Technical","mass_analyzer","mass_analyzer","Orbitrap","True"
"PXD018021","","strict","Technical","modification","modification","TMT6plex-126 reporter+balance reagent acylated residue | monohydroxylated residue | iodoacetamide derivatized residue | Sixplex Tandem Mass Tag® (HKSTY,N-term) | Iodoacetamide derivative (CDEHKMSTUY,N-term) | Sixplex Tandem Mass Tag® | Iodoacetamide derivative","True"
"PXD018021","","strict","Technical","reduction_reagent","reduction_reagent","dithiothreitol","True"
