source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD009157-Sample-1	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 1	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Q Exactive	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149137486_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-2	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 2	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149138154_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-3	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 3	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149138155_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-4	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 4	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139486_A1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-5	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 5	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139487_B1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-6	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 6	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139488_C1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-7	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 7	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139489_D1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-8	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 8	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139490_E1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-9	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 9	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139491_F1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-10	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 10	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139492_G1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
PXD009157-Sample-11	p. falciparum	blood	malaria	schizonts	1	not available	not available	run 11	proteomic profiling by mass spectrometry	data-dependent acquisition	not available	Orbitrap Fusion Lumos	not available	1	3	NT=beam-type collision-induced dissociation;AC=MS:1000422	treatment (RAP, DMSO)	6 ppm	9 ppm	orbitrap	92-149139493_H1.raw	v1.1.0	HAMLET-agentic v0.1.0	malaria
