source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[biological replicate]	characteristics[sex]	characteristics[age]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[dissociation method]	factor value[experimental design]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[ms2 mass analyzer]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	factor value[disease]
PXD003531-Sample-1	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 1	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_02.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-2	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 2	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_03_03.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-3	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 3	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_AS_06_03.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-4	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 4	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_FI_02.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-5	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 5	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_FI_03.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-6	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 6	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_FI_04.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-7	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 7	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_NO_03.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-8	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 8	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130603_QE3_UPLC9_CFR_SA_OC_P_NO_05.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-9	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 9	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130606_QE3_UPLC10_CFR_SA_OC_T_AS_03_02_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
PXD003531-Sample-10	Homo sapiens	ovary	epithelial ovarian cancer, healthy	epithelial cells	OVCAR3, SKOV3, HEYA8, COV362, COV318, HeLa, A549, MCF7	not available	13	female	45–75 years	run 10	proteomic profiling by mass spectrometry	not available	label free sample	NT=Q Exactive;AC=MS:1001911	not available	1	1	NT=beam-type collision-induced dissociation;AC=MS:1000422	tissue origin (OSE, EOC, FTE)	not available	9 ppm	9 ppm	orbitrap	20130606_QE3_UPLC10_CFR_SA_OC_T_AS_03_03_01.raw	v1.1.0	HAMLET-agentic v0.1.0	epithelial ovarian cancer, healthy
