pxd	data_file	category	assessed_entities	gold_entities	matched_entities	assessed_only_entities	gold_only_entities	precision	recall	f1
PXD002619	20110610_Q2_TaGe_SA_SSM1_2.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110610_Q2_TaGe_SA_SSM1_2.raw	Technical	7	7	3	4	4	0.428571	0.428571	0.428571
PXD002619	20110610_Q2_TaGe_SA_SSM1_2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110610_Q2_TaGe_SA_SSM1_3.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110610_Q2_TaGe_SA_SSM1_3.raw	Technical	7	7	3	4	4	0.428571	0.428571	0.428571
PXD002619	20110610_Q2_TaGe_SA_SSM1_3.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110612_EXQ1_TaGe_SA_BC7_2.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110612_EXQ1_TaGe_SA_BC7_2.raw	Technical	7	7	3	4	4	0.428571	0.428571	0.428571
PXD002619	20110612_EXQ1_TaGe_SA_BC7_2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110612_Q2_TaGe_SA_BC13_2.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110612_Q2_TaGe_SA_BC13_2.raw	Technical	8	7	3	5	4	0.375000	0.428571	0.400000
PXD002619	20110612_Q2_TaGe_SA_BC13_2.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110612_Q2_TaGe_SA_BC1_5.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110612_Q2_TaGe_SA_BC1_5.raw	Technical	7	7	3	4	4	0.428571	0.428571	0.428571
PXD002619	20110612_Q2_TaGe_SA_BC1_5.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110616_EXQ1_TaGe_SA_BC10_3.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110616_EXQ1_TaGe_SA_BC10_3.raw	Technical	7	7	3	4	4	0.428571	0.428571	0.428571
PXD002619	20110616_EXQ1_TaGe_SA_BC10_3.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110616_EXQ1_TaGe_SA_BC12_3.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
PXD002619	20110616_EXQ1_TaGe_SA_BC12_3.raw	Technical	8	7	3	5	4	0.375000	0.428571	0.400000
PXD002619	20110616_EXQ1_TaGe_SA_BC12_3.raw	ExperimentalDesign	5	1	0	5	1	0.000000	0.000000	0.000000
PXD002619	20110616_EXQ1_TaGe_SA_BC17_4.raw	Biological	5	3	2	3	1	0.400000	0.666667	0.500000
