"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","inference","error_category","issue_summary","corrected_value"
"PXD060381","human_annotation","inference","Biological","cell_line","ASC52telo","ASC52telo","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a name of an immortalized cell line, which matches the field definition.
SOURCE CHECK: The text explicitly states that ASC52telo cells were used to generate the MSC-EVs, and the ""Mass Spectrometric Analysis of EVs"" section confirms that EV pellets from these MSCs were the samples analyzed by mass spectrometry.
TRUTH CHECK: The value is factually correct as per the ""Human MSC Culture"" section.
COMPLETENESS CHECK: The full set contains the only cell line used to produce the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Biological","cell_type","mesenchymal stem cells","mesenchymal stem cells","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value ""mesenchymal stem cells"" describes a cell lineage/type, which matches the field definition.
SOURCE CHECK: The paper explicitly states that the MS analysis was performed on EVs derived from ""ASC52telo cells,"" which are described as an ""immortalized human adipose derived mesenchymal stem cell line.""
TRUTH CHECK: The value is factually correct as the source material for the proteomics experiment was a mesenchymal stem cell line.
COMPLETENESS CHECK: The full set contains the only relevant cell type for the MS sample described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Biological","disease","degenerative disc disease","","low","False","","False","False","False","False","False","wrong_value","TYPE CHECK: The candidate value ""degenerative disc disease"" is a disease state, which matches the field definition.
SOURCE CHECK: The value is present in the text; however, it describes the human IVD cells used for the in vitro biological activity assays, NOT the material analyzed by mass spectrometry. The MS analysis was performed on extracellular vesicles (EVs) derived from the ASC52telo cell line.
TRUTH CHECK: While the paper mentions ""DDD"" (degenerative disc disease) in the context of the IVD cells, these cells were not the sample analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set of extracted values is incorrect because it includes a condition from an unrelated assay and a treatment (IL-1β) rather than the disease state of the MS sample.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
INFERENCE: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Biological","disease","IL-1β pre-stimulation","","low","True","factor_value","False","False","False","False","False","type_mismatch","TYPE CHECK: No, the candidate value is a treatment/stimulation condition, not a disease state or diagnosis.
SOURCE CHECK: The value is present in the text, but it describes a stimulation applied to IVD cells in a functional assay, not the disease state of the biological material analyzed by mass spectrometry.
TRUTH CHECK: The value is factually a treatment, not a disease.
COMPLETENESS CHECK: The full set includes a disease (""degenerative disc disease""), but the candidate value is a type mismatch.
TYPE_CORRECT: no
CORRECT_TYPE_NAME: factor_value
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: no
INFERENCE: no
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Biological","species","9606 (Homo sapiens)","9606 (Homo sapiens)","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a species identifier and name, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human MSC line"" and ""human UniProt database... (UP000005640_9606)"", confirming the MS samples were derived from human cells.
TRUTH CHECK: The value ""9606 (Homo sapiens)"" is factually correct as 9606 is the NCBI taxon ID for humans.
COMPLETENESS CHECK: The full set contains the only species used for the MS analysis.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","ExperimentalDesign","replicates","3","3","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a numeric count, which matches the definition for the number of biological replicates.
SOURCE CHECK: The paper explicitly states ""(n = 3)"" in the ""Mass Spectrometric Analysis of EVs"" section when describing the collection of EV pellets from WT, NTC, and TSG-6 MSCs.
TRUTH CHECK: The value ""3"" is factually correct as stated in the text for the proteomics experiment.
COMPLETENESS CHECK: The full set contains the single correct value mentioned for the MS samples.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Other","collision_energy","25%","25%","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value is a percentage, which is a standard representation for normalized collision energy.
SOURCE CHECK: The value is explicitly stated in the ""Mass Spectrometric Analysis of EVs"" section: ""HCD collision energy was maintained at 25%"".
TRUTH CHECK: The value matches the text exactly.
COMPLETENESS CHECK: This is the only collision energy value mentioned in the paper, so the set is complete.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Other","material_type","cell line","cell line | extracellular vesicles","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value ""cell line"" belongs to the defined categories for material_type.
SOURCE CHECK: The MS experiment analyzed extracellular vesicles (EVs) derived from the ASC52telo cell line. While the EVs are the direct sample, the source material is a cell line.
TRUTH CHECK: The paper explicitly states that ""ASC52telo cells, an hTERT immortalized human adipose derived mesenchymal stem cell line"" were used to generate the EVs analyzed by mass spectrometry.
COMPLETENESS CHECK: The full set of extracted values includes ""cell line"" and ""extracellular vesicles""; together they accurately describe the source and the specific material analyzed.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Other","material_type","extracellular vesicles","cell line | extracellular vesicles","high","False","","True","True","False","False","False","correct_explicit","TYPE CHECK: The candidate value ""extracellular vesicles"" describes the specific biological material analyzed, which fits the intent of the material_type field (broad material class).
SOURCE CHECK: The paper explicitly states ""EV proteomic contents were analyzed by mass spectrometry"" and describes the collection of ""MSC-derived extracellular vesicles"" for MS analysis.
TRUTH CHECK: The value is factually correct as the MS experiment was performed on the protein content of extracellular vesicles.
COMPLETENESS CHECK: The full set of extracted values includes ""cell line"", ""extracellular vesicles"", and ""MSC-derived extracellular vesicles"". While ""cell line"" refers to the source of the EVs, the actual material processed for MS was the EVs themselves. The set is exhaustive.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD060381","human_annotation","inference","Other","material_type","MSC-derived extracellular vesicles","cell line | extracellular vesicles","low","True","","False","True","False","False","False","type_mismatch","TYPE CHECK: The candidate value describes the specific biological entity analyzed, but the field definition requires a ""Broad material class"" (e.g., ""biofluid"", ""cell line"").
SOURCE CHECK: The paper explicitly states that ""EV proteomic contents were analyzed by mass spectrometry"" and describes the collection of MSC-derived EVs.
TRUTH CHECK: The value is factually correct regarding what was analyzed, but it is a specific sample description rather than a broad material category.
COMPLETENESS CHECK: The full set includes ""cell line"" and ""extracellular vesicles""; however, ""MSC-derived extracellular vesicles"" is a specific instance of the material, not a category label.

TYPE_CORRECT: no
CORRECT_TYPE_NAME: material_type
VALUE_CORRECT: no
VALUE_COMPLETE: yes
HALLUCINATED: no
INFERENCE: no
VERDICT: low
CORRECTED_VALUE: biofluid","biofluid"
