"paper_id","source","mode","agent","annotation_type","extracted_value","all_values_for_field","verdict","type_mismatch","correct_type","value_correct","value_complete","hallucination","technical_origin","repository_origin","inference","error_category","issue_summary","corrected_value"
"PXD012755","","strict","Biological","disease","autism spectrum disorder, normal","autism spectrum disorder, normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value contains disease states (""autism spectrum disorder"") and a safe default for the control group (""normal""), which fits the field definition.
SOURCE CHECK: The paper explicitly describes the study as comparing ""human ASD vs. control brain"" and mentions ""idiopathic ASD cases and matched controls.""
TRUTH CHECK: The values are factually correct; ASD is the disease under study, and ""normal"" is a valid safe default for the control group.
COMPLETENESS CHECK: The full set covers both the case and control groups described in the experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Biological","organ","brain","brain","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""brain"" is a valid organ/tissue category.
SOURCE CHECK: The value is explicitly mentioned throughout the text as the source of the samples analysed by mass spectrometry (e.g., ""proteomes of human ASD vs. control brain"").
TRUTH CHECK: The value is factually correct; the study analysed brain regions BA19 and CB.
COMPLETENESS CHECK: The full set contains ""brain"", which accurately describes the organ of origin for all samples in the study.

TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Biological","species","Homo sapiens","Homo sapiens","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""Homo sapiens"" is a scientific name for a species, which matches the field definition.
SOURCE CHECK: The paper explicitly mentions ""human ASD vs. control brain"" and the use of the ""human UniProt database"" for searching MS data.
TRUTH CHECK: The value is factually correct as the study analyzes human brain tissue.
COMPLETENESS CHECK: The full set contains the only species analyzed in the study.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","ExperimentalDesign","factor_value","condition (ASD, Control), brain region (BA19, CB)","condition (ASD, Control), brain region (BA19, CB) | autism spectrum disorder, normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value describes the experimental factors (condition and brain region) and their respective levels, which fits the definition of a factor_value.
SOURCE CHECK: The values ""ASD"", ""Control"", ""BA19"", and ""CB"" are all explicitly mentioned in the text as the primary variables used to group the MS samples.
TRUTH CHECK: The values are factually correct; the study compares ASD vs. Control across two brain regions (BA19 and CB).
COMPLETENESS CHECK: The full set of extracted values covers both the specific disease states and the experimental design factors described in the paper.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","ExperimentalDesign","factor_value","autism spectrum disorder, normal","condition (ASD, Control), brain region (BA19, CB) | autism spectrum disorder, normal","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value consists of disease states/conditions, which is the correct category for factor_value.
SOURCE CHECK: The values are present in the text; ""ASD"" (Autism Spectrum Disorder) and ""control"" (which maps to the safe default ""normal"") are the primary groups analyzed by MS.
TRUTH CHECK: The values are factually correct as the study compares ASD cases against matched controls.
COMPLETENESS CHECK: The full set of extracted values covers both the disease condition (ASD vs Control) and the brain regions (BA19 vs CB), which are the two primary experimental factors.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Technical","acquisition_method","data-dependent acquisition","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value ""data-dependent acquisition"" is a valid acquisition scheme name.
SOURCE CHECK: The paper does not explicitly mention ""data-dependent acquisition"", ""DDA"", or ""data-independent acquisition"" / ""DIA"".
TRUTH CHECK: While the use of Mascot for searching MS/MS spectra and the description of ""chromatographic peaks and monoisotopic masses were extracted and aligned"" is characteristic of DDA, the specific term is not in the text.
COMPLETENESS CHECK: The full set contains only this value, which is not explicitly supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Technical","fragmentation","collision-induced dissociation","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value ""collision-induced dissociation"" is a fragmentation method, which matches the field definition.
SOURCE CHECK: The candidate value is not mentioned in the provided paper text.
TRUTH CHECK: The paper does not specify the fragmentation method used (e.g., CID, HCD, ETD) for the LC-MS/MS or SRM experiments.
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Technical","instrument","Orbitrap Elite","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value is a mass spectrometer model, which matches the required category.
SOURCE CHECK: The candidate value ""Orbitrap Elite"" is not mentioned anywhere in the provided paper text.
TRUTH CHECK: The value is not supported by the text.
COMPLETENESS CHECK: The full set contains only this unsupported value.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Technical","label","label free","label free","high","False","","True","True","False","False","","","correct_explicit","TYPE CHECK: The candidate value ""label free"" is the correct category for the label field.
SOURCE CHECK: The paper explicitly mentions ""label-free HPLC-tandem mass spectrometry"" and ""global, label-free proteomic analysis"" in the abstract and methods.
TRUTH CHECK: The paper describes a label-free approach and does not mention any isobaric (TMT/iTRAQ) or metabolic/chemical labeling (SILAC, dimethyl) for the global analysis.
COMPLETENESS CHECK: The full set contains the only labeling method used for the primary experiment.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: yes
VALUE_COMPLETE: yes
HALLUCINATED: no
VERDICT: high
CORRECTED_VALUE: NONE",""
"PXD012755","","strict","Technical","mass_analyzer","Orbitrap","","low","False","","False","False","False","True","runassessor","","runassessor_only","TYPE CHECK: The candidate value ""Orbitrap"" is a correct category for a mass analyzer.
SOURCE CHECK: The paper does not explicitly mention the mass analyzer type or the specific model of the mass spectrometer used.
TRUTH CHECK: There is no mention of an Orbitrap mass analyzer in the provided text.
COMPLETENESS CHECK: The full set contains only this value, which is not supported by the text.
TYPE_CORRECT: yes
CORRECT_TYPE_NAME: NONE
VALUE_CORRECT: no
VALUE_COMPLETE: no
HALLUCINATED: yes
VERDICT: low
CORRECTED_VALUE: NONE",""
