field	category	assessed_entities	gold_entities	matched_entities	macro_precision	macro_recall	macro_f1
characteristics[age]	Biological	602	90	0	0.0	0.0	0.0
characteristics[cell type]	Biological	602	58	0	0.0	0.0	0.0
characteristics[disease]	Biological	602	602	12	0.019933554817275746	0.019933554817275746	0.019933554817275746
characteristics[organism part]	Biological	602	602	602	1.0	1.0	1.0
characteristics[organism]	Biological	602	602	602	1.0	1.0	1.0
characteristics[sex]	Biological	602	601	601	0.9983388704318937	0.9983388704318937	0.9983388704318937
characteristics[biological replicate]	ExperimentalDesign	602	451	145	0.24086378737541528	0.24086378737541528	0.24086378737541528
comment[fraction identifier]	ExperimentalDesign	602	602	58	0.09634551495016612	0.09634551495016612	0.09634551495016612
comment[technical replicate]	ExperimentalDesign	602	602	9	0.014950166112956811	0.014950166112956811	0.014950166112956811
factor value[disease]	ExperimentalDesign	602	0	0	0.0	0.0	0.0
factor value[experimental design]	ExperimentalDesign	602	0	0	0.0	0.0	0.0
comment[cleavage agent details]	Technical	0	602	0	0.0	0.0	0.0
comment[dissociation method]	Technical	602	0	0	0.0	0.0	0.0
comment[fragment mass tolerance]	Technical	602	602	602	1.0	1.0	1.0
comment[instrument]	Technical	602	602	602	1.0	1.0	1.0
comment[label]	Technical	602	602	602	1.0	1.0	1.0
comment[modification parameters]	Technical	0	1806	0	0.0	0.0	0.0
comment[ms2 mass analyzer]	Technical	602	0	0	0.0	0.0	0.0
comment[precursor mass tolerance]	Technical	602	602	602	1.0	1.0	1.0
comment[proteomics data acquisition method]	Technical	602	0	0	0.0	0.0	0.0
technology type	Technical	602	0	0	0.0	0.0	0.0
