"paper_id","agent","pipeline_field","mapped_field","extracted_value","was_extracted"
"PXD001819","BiologicalAgent","species","species","Saccharomyces cerevisiae","True"
"PXD001819","BiologicalAgent","tissue","organ","","False"
"PXD001819","BiologicalAgent","cell_type","cell_type","","False"
"PXD001819","BiologicalAgent","disease_state","disease","normal","True"
"PXD001819","BiologicalAgent","sample_source","material_type","whole organism","True"
"PXD001819","BiologicalAgent","age","age","","False"
"PXD001819","BiologicalAgent","anatomic_site_tumor","anatomic_site_tumor","","False"
"PXD001819","BiologicalAgent","BMI","BMI","","False"
"PXD001819","BiologicalAgent","cell_line","cell_line","","False"
"PXD001819","BiologicalAgent","sex","sex","","False"
"PXD001819","BiologicalAgent","strain","strain","","False"
"PXD001819","BiologicalAgent","material_type","material_type","whole organism","True"
"PXD001819","BiologicalAgent","developmental_stage","developmental_stage","","False"
"PXD001819","TechnicalAgent","acquisition_method","acquisition_method","data-dependent acquisition mode","True"
"PXD001819","TechnicalAgent","alkylation_reagent","alkylation_reagent","iodoacetamide","True"
"PXD001819","TechnicalAgent","alkylation_concentration","alkylation_concentration","","False"
"PXD001819","TechnicalAgent","cleavage_agent","cleavage_agent","trypsin","True"
"PXD001819","TechnicalAgent","collision_energy","collision_energy","","False"
"PXD001819","TechnicalAgent","enrichment_method","enrichment_method","","False"
"PXD001819","TechnicalAgent","fractionation_method","fractionation","","False"
"PXD001819","TechnicalAgent","fragmentation_method","fragmentation","","False"
"PXD001819","TechnicalAgent","instrument","instrument","LTQ Orbitrap Velos","True"
"PXD001819","TechnicalAgent","ionization_type","ionization_type","","False"
"PXD001819","TechnicalAgent","labeling","label","label-free","True"
"PXD001819","TechnicalAgent","reduction_reagent","reduction_reagent","DTT","True"
"PXD001819","TechnicalAgent","reduction_concentration","reduction_concentration","","False"
"PXD001819","ExperimentalDesignAgent","biological_replicate","replicates","9","True"
"PXD001819","ExperimentalDesignAgent","technical_replicate","technical_replicates","3","True"
"PXD001819","ExperimentalDesignAgent","experimental_design","experimental_design","spike-in titration series for label-free quantification benchmarking","True"
"PXD001819","ExperimentalDesignAgent","factor_value","factor_value","UPS1 spike level (0.05, 0.125, 0.250, 0.5, 2.5, 5, 12.5, 25, 50 fmol/µg)","True"
"PXD001819","ExperimentalDesignAgent","number_of_fractions","fractions","1","True"
"PXD001819","ExperimentalDesignAgent","number_of_technical_replicates","technical_replicates","3","True"
"PXD001819","ExperimentalDesignAgent","number_of_biological_replicates","replicates","9","True"
"PXD001819","ExperimentalDesignAgent","number_of_samples","number_of_samples","9","True"
